,ta,tr,vel,rh,met,clo,pmv,ppd,pmv_ce,ppd_ce,thermal_acceptability,thermal_preference,thermal_comfort
6857,22.7,23.07,0.11,53.0,1.241467576791809,0.29,-1.41,45.9,-1.3,40.2,0,warmer,4.0
6864,22.53,22.81,0.1,47.0,1.3209897610921502,0.44,-0.9,22.0,-0.83,19.6,1,no change,6.0
6865,22.96,23.22,0.1,51.0,1.0924914675767918,0.4,-1.18,34.2,-1.18,34.2,1,no change,4.0
6868,21.8,22.59,0.15,59.0,1.117235494880546,0.44,-1.49,50.1,-1.37,43.7,1,no change,5.0
6870,22.21,22.8,0.11,57.0,1.3656996587030714,0.38,-1.03,27.5,-0.98,25.4,0,no change,5.0
6871,22.5,22.27,0.15,51.0,1.2663822525597268,0.4,-1.3,40.5,-1.23,36.5,1,warmer,5.0
6873,23.02,23.329999999999995,0.12,48.0,1.3407849829351537,0.3299999999999999,-1.06,28.8,-1.01,26.5,1,no change,5.0
6874,22.72,23.13,0.12,48.0,1.390443686006826,0.3299999999999999,-1.07,29.1,-1.03,27.6,1,warmer,5.0
6884,23.18,23.5,0.15,47.0,1.0924914675767918,0.53,-0.93,23.2,-0.81,18.8,1,warmer,3.0
6894,23.6,24.02,0.23,49.0,1.2911262798634808,0.3299999999999999,-1.21,35.8,-1.19,34.8,1,no change,5.0
6896,22.44,22.46,0.17,49.0,1.3209897610921502,0.5,-0.96,24.4,-0.93,23.4,1,no change,6.0
6899,22.739999999999995,22.72,0.18,48.0,1.241467576791809,0.38,-1.41,46.0,-1.33,42.0,1,warmer,5.0
6900,23.25,23.6,0.14,47.0,1.2911262798634808,0.38,-0.97,25.0,-0.92,22.8,1,no change,5.0
6901,21.7,22.16,0.1,49.0,1.3209897610921502,0.48,-1.02,26.9,-0.95,24.0,0,warmer,2.0
6903,22.52,22.95,0.18,47.0,1.241467576791809,0.45,-1.21,35.5,-1.15,32.8,1,no change,5.0
6909,21.95,22.29,0.11,52.0,1.6139931740614333,0.35,-0.9,22.1,-0.96,24.6,1,no change,5.0
6912,21.68,21.739999999999995,0.17,51.0,1.2911262798634808,0.48,-1.3,40.1,-1.24,37.3,1,no change,5.0
6921,22.93,23.079999999999995,0.1,50.0,1.1421501706484645,0.38,-1.17,33.7,-1.01,26.8,1,no change,5.0
6924,23.02,23.18,0.15,51.0,1.1918088737201364,0.3000000000000001,-1.48,49.9,-1.37,44.2,1,no change,5.0
6928,22.079999999999995,22.21,0.1,49.0,1.3209897610921502,0.5,-0.89,21.8,-0.83,19.4,1,warmer,6.0
6929,22.4,22.85,0.1,48.0,1.390443686006826,0.3299999999999999,-1.11,31.0,-1.06,28.9,1,no change,6.0
6930,22.329999999999995,22.88,0.1,48.0,1.2663822525597268,0.5,-0.85,20.3,-0.77,17.3,1,no change,4.0
6931,22.38,22.42,0.16,48.0,1.1918088737201364,0.51,-1.08,29.4,-0.99,25.9,1,warmer,3.0
6933,22.7,22.98,0.16,51.0,1.3407849829351537,0.38,-1.12,31.3,-1.08,29.8,1,no change,5.0
6934,22.329999999999995,22.63,0.19,51.0,1.589078498293515,0.3399999999999999,-1.01,26.7,-1.09,30.1,0,warmer,5.0
6935,22.85,22.92,0.1,53.0,1.3209897610921502,0.39,-0.92,22.9,-0.85,20.1,0,cooler,1.0
6939,22.63,23.02,0.16,61.0,1.2911262798634808,0.3299999999999999,-1.33,41.6,-1.26,38.2,0,cooler,5.0
6942,24.010000000000005,24.5,0.24,52.0,1.1918088737201364,0.35,-1.11,31.0,-1.07,29.0,1,no change,6.0
6948,23.48,23.36,0.14,50.0,1.241467576791809,0.24,-1.5,51.0,-1.4,45.4,1,no change,5.0
6955,23.8,23.4,0.0899999999999999,37.80000000000001,1.0,0.4,-1.28,39.3,-1.28,39.3,1,cooler,5.0
6956,22.7,22.5,0.11,38.400000000000006,1.0,0.4,-1.73,63.2,-1.73,63.2,1,no change,5.0
6967,22.9,22.6,0.13,36.7,1.2,0.5,-0.96,24.3,-0.86,20.6,1,no change,4.0
6970,23.1,22.6,0.13,39.2,1.2,0.5,-0.9,22.2,-0.81,18.8,1,no change,5.0
6971,22.6,22.1,0.08,42.2,1.0,0.7,-0.85,20.4,-0.85,20.4,1,no change,6.0
6972,23.0,22.1,0.1,39.5,1.3999999999999997,0.4,-0.93,23.1,-0.88,21.3,1,warmer,3.0
6977,22.8,23.0,0.13,44.5,1.0,0.4,-1.68,60.8,-1.68,60.8,1,no change,5.0
6979,23.1,24.1,0.12,43.80000000000001,1.2,0.4,-0.91,22.7,-0.81,19.0,1,no change,4.0
6980,23.3,23.3,0.12,42.80000000000001,1.0,0.6,-0.9,21.9,-0.9,21.9,1,warmer,3.0
6989,22.5,22.0,0.12,43.1,1.1,0.6,-0.99,25.8,-0.87,20.9,1,no change,5.0
6992,23.6,23.1,0.07,40.0,1.2,0.3000000000000001,-1.1,30.4,-1.1,30.4,1,no change,4.0
6994,24.1,23.5,0.08,44.5,1.2,0.3000000000000001,-0.95,24.1,-0.78,18.0,1,cooler,5.0
7011,23.3,23.0,0.14,45.7,1.1,0.5,-1.02,27.1,-0.9,22.0,1,no change,6.0
7043,24.2,23.3,0.0899999999999999,39.7,1.1,0.4,-0.94,23.7,-0.94,23.7,1,no change,5.0
7044,22.0,22.3,0.11,45.30000000000001,1.0,0.5,-1.53,52.6,-1.53,52.6,1,no change,5.0
7057,23.1,22.9,0.1,41.7,1.0,0.6,-0.92,22.9,-0.92,22.9,1,no change,5.0
7059,22.3,22.2,0.0899999999999999,43.80000000000001,1.1,0.6,-0.89,21.9,-0.89,21.9,0,warmer,4.0
7069,22.2,21.7,0.08,48.30000000000001,1.0,0.5,-1.53,52.6,-1.53,52.6,1,no change,6.0
7071,23.0,22.2,0.1,47.2,1.2,0.5,-0.84,19.9,-0.73,16.1,1,no change,6.0
7073,21.9,21.9,0.11,50.400000000000006,1.2,0.4,-1.39,45.1,-1.27,38.9,1,no change,5.0
7074,22.2,22.1,0.12,49.1,1.2,0.5,-1.05,28.2,-0.94,23.7,1,no change,6.0
7084,23.3,22.9,0.1,47.30000000000001,1.2,0.4,-0.96,24.4,-0.83,19.5,1,no change,4.0
7088,23.7,23.0,0.07,46.80000000000001,1.0,0.4,-1.31,40.6,-1.31,40.6,1,no change,6.0
7090,23.6,23.4,0.14,47.2,1.2,0.4,-0.95,24.1,-0.86,20.6,1,no change,5.0
7092,22.7,22.1,0.14,42.900000000000006,1.2,0.4,-1.35,42.8,-1.24,37.4,1,no change,6.0
7094,21.2,20.8,0.22,36.7,1.3,0.5,-1.61,57.0,-1.56,54.3,1,no change,5.0
7098,22.5,22.1,0.11,35.1,1.0,0.5,-1.54,53.2,-1.54,53.2,1,no change,5.0
7101,24.0,23.1,0.0899999999999999,36.1,1.0,0.4,-1.3,40.4,-1.3,40.4,1,cooler,3.0
7109,23.4,22.7,0.1,39.2,1.2,0.4,-1.02,27.0,-0.89,21.7,1,no change,4.0
7113,23.4,22.6,0.08,39.900000000000006,1.2,0.4,-0.96,24.5,-0.81,18.8,1,no change,6.0
7118,23.1,22.6,0.13,35.30000000000001,1.2,0.5,-0.93,23.1,-0.83,19.7,1,no change,6.0
7122,23.1,22.1,0.0899999999999999,55.30000000000001,1.0,0.4,-1.55,53.4,-1.55,53.4,1,no change,5.0
7124,22.9,22.0,0.07,58.5,1.0,0.6,-0.95,24.1,-0.95,24.1,1,no change,4.0
7125,22.4,21.4,0.14,58.400000000000006,1.2,0.5,-1.1,30.5,-1.0,26.1,1,no change,6.0
7127,23.1,22.1,0.06,57.0,1.2,0.4,-0.9,22.1,-0.9,22.1,1,no change,5.0
7130,22.9,22.0,0.08,57.1,1.0,0.5,-1.26,38.4,-1.26,38.4,1,no change,4.0
7132,22.8,22.3,0.12,57.2,1.3,0.4,-1.05,28.4,-0.97,25.1,0,cooler,4.0
7135,22.8,21.9,0.06,55.80000000000001,1.1,0.4,-1.24,37.2,-1.24,37.2,1,no change,5.0
7140,23.2,22.5,0.1,53.5,1.2,0.4,-1.0,26.0,-0.86,20.8,1,no change,5.0
7141,22.9,22.2,0.0899999999999999,54.900000000000006,1.1,0.5,-0.98,25.4,-0.98,25.4,1,warmer,4.0
7142,21.7,21.3,0.11,57.2,1.3999999999999997,0.4,-1.2,35.4,-1.15,32.8,1,no change,6.0
7143,22.2,21.6,0.1,56.900000000000006,1.1,0.4,-1.54,52.9,-1.54,52.9,1,no change,6.0
7145,22.4,21.7,0.0899999999999999,55.900000000000006,1.2,0.4,-1.21,36.0,-1.08,29.4,1,warmer,4.0
7149,23.0,22.2,0.08,55.2,1.0,0.5,-1.22,36.4,-1.22,36.4,1,no change,4.0
7153,22.9,21.9,0.12,56.5,1.3,0.4,-1.09,30.0,-1.01,26.4,1,no change,5.0
7158,22.4,21.8,0.08,56.7,1.2,0.5,-0.88,21.4,-0.74,16.5,1,no change,5.0
7171,24.1,23.6,0.18,47.1,1.1,0.4,-1.17,33.9,-1.06,28.6,1,cooler,3.0
7179,24.3,23.2,0.07,47.1,1.1,0.3000000000000001,-1.08,29.6,-1.08,29.6,1,no change,6.0
7192,23.8,23.4,0.06,44.30000000000001,1.0,0.4,-1.23,36.8,-1.23,36.8,1,no change,5.0
7197,22.7,22.3,0.11,54.400000000000006,1.0,0.5,-1.33,41.8,-1.33,41.8,1,no change,6.0
7211,24.5,24.2,0.12,52.900000000000006,1.0,0.3000000000000001,-1.3,40.0,-1.3,40.0,1,no change,5.0
7215,23.9,24.3,0.15,51.30000000000001,1.0,0.5,-0.94,23.6,-0.78,17.9,1,cooler,4.0
7247,23.0,22.7,0.1,38.30000000000001,1.2,0.4,-1.1,30.6,-0.97,25.1,1,no change,5.0
7251,23.7,23.2,0.08,36.5,1.1,0.4,-1.03,27.4,-1.03,27.4,1,no change,6.0
7252,22.7,21.9,0.08,36.5,1.6,0.3000000000000001,-0.97,24.7,-0.99,25.7,1,no change,5.0
7254,23.4,22.6,0.06,34.7,1.1,0.4,-1.15,32.6,-1.15,32.6,1,no change,6.0
7259,21.9,21.6,0.14,41.1,1.1,0.4,-1.88,71.1,-1.74,63.8,1,no change,6.0
7266,23.3,22.5,0.06,40.7,1.2,0.3000000000000001,-1.2,35.1,-1.2,35.1,0,cooler,2.0
7267,23.6,22.2,0.05,40.6,1.1,0.5,-0.85,20.2,-0.85,20.2,1,no change,5.0
7278,23.5,22.7,0.07,41.0,1.0,0.4,-1.45,48.3,-1.45,48.3,1,no change,5.0
7285,23.7,22.9,0.06,39.5,1.0,0.4,-1.38,44.5,-1.38,44.5,1,no change,6.0
7286,23.3,22.8,0.0899999999999999,36.6,1.0,0.4,-1.51,51.7,-1.51,51.7,1,no change,5.0
7292,22.8,22.3,0.1,58.6,1.2,0.4,-1.07,29.2,-0.94,23.6,1,no change,6.0
7294,23.6,22.9,0.08,58.400000000000006,1.0,0.5,-0.95,24.0,-0.95,24.0,1,no change,6.0
7298,22.6,22.1,0.07,61.30000000000001,1.2,0.4,-1.01,26.4,-1.01,26.4,0,warmer,3.0
7299,22.7,22.8,0.11,58.900000000000006,1.3999999999999997,0.3000000000000001,-1.11,30.8,-1.06,28.7,1,no change,5.0
7301,22.7,22.2,0.11,59.5,1.2,0.5,-0.85,20.2,-0.74,16.4,0,warmer,5.0
7310,22.4,22.0,0.06,61.400000000000006,1.2,0.5,-0.75,16.9,-0.75,16.9,1,no change,5.0
7312,23.1,22.4,0.06,58.80000000000001,1.3999999999999997,0.3000000000000001,-0.92,22.8,-0.84,19.8,1,no change,4.0
7316,22.9,22.3,0.07,57.5,1.1,0.3000000000000001,-1.49,50.3,-1.49,50.3,1,no change,6.0
7318,22.1,21.7,0.08,59.5,1.0,0.4,-1.83,68.5,-1.83,68.5,0,warmer,1.0
7320,22.4,22.2,0.11,59.6,1.0,0.6,-1.07,29.3,-1.07,29.3,1,warmer,3.0
7322,23.0,22.5,0.07,58.900000000000006,1.3999999999999997,0.3000000000000001,-0.96,24.3,-0.88,21.5,1,no change,5.0
7364,23.7,23.0,0.08,41.6,1.2,0.3000000000000001,-1.13,31.8,-0.97,24.7,1,warmer,5.0
7365,23.1,22.7,0.07,42.6,1.0,0.5,-1.21,35.8,-1.21,35.8,1,warmer,4.0
7368,22.4,22.6,0.0899999999999999,43.80000000000001,1.3,0.5,-0.82,19.2,-0.74,16.6,1,no change,6.0
7369,22.1,21.6,0.0899999999999999,44.30000000000001,1.0,0.4,-1.95,74.6,-1.95,74.6,1,warmer,3.0
7370,23.2,23.1,0.0899999999999999,41.80000000000001,1.0,0.6,-0.85,20.1,-0.85,20.1,1,no change,4.0
7374,24.5,23.7,0.07,40.30000000000001,1.0,0.4,-1.05,28.1,-1.05,28.1,1,no change,5.0
7381,24.4,23.2,0.08,42.400000000000006,1.0,0.4,-1.14,32.5,-1.14,32.5,1,no change,5.0
7386,23.9,22.9,0.0899999999999999,43.1,1.0,0.4,-1.31,40.6,-1.31,40.6,0,warmer,1.0
7387,23.4,23.1,0.11,43.30000000000001,1.0,0.4,-1.44,47.4,-1.44,47.4,1,no change,5.0
7390,23.5,23.3,0.12,42.80000000000001,1.2,0.4,-0.96,24.3,-0.85,20.1,1,no change,3.0
7403,21.9,22.0,0.11,12.5,1.0,0.7,-1.26,38.4,-1.26,38.4,0,warmer,3.0
7405,22.5,22.0,0.12,11.300000000000002,1.1,0.7,-0.96,24.3,-0.85,20.2,1,no change,6.0
7419,21.9,22.1,0.16,14.1,1.1,0.8,-0.89,21.8,-0.81,19.0,1,no change,6.0
7422,22.8,22.4,0.0899999999999999,11.7,1.0,0.7,-1.0,26.0,-1.0,26.0,1,no change,5.0
7428,22.8,22.3,0.08,11.0,1.0,0.5,-1.57,54.9,-1.57,54.9,1,cooler,5.0
7437,22.9,22.1,0.14,21.5,1.0,0.6,-1.39,45.0,-1.25,37.6,1,no change,3.0
7439,23.5,22.1,0.05,21.8,1.0,0.7,-0.84,20.0,-0.84,20.0,1,warmer,4.0
7442,21.7,21.0,0.0899999999999999,21.1,1.2,0.7,-0.84,19.9,-0.74,16.6,1,warmer,2.0
7448,21.5,21.3,0.1,21.4,1.2,0.7,-0.86,20.6,-0.76,17.3,1,warmer,3.0
7450,20.3,20.4,0.16,23.2,1.0,1.2,-0.75,16.8,-0.68,14.6,1,warmer,2.0
7451,20.9,21.0,0.11,22.8,1.0,0.7,-1.5,50.8,-1.5,50.8,1,warmer,3.0
7456,21.9,21.1,0.0899999999999999,20.0,1.3,0.5,-1.22,36.3,-1.13,31.8,1,warmer,4.0
7463,21.7,20.9,0.1,20.5,1.2,0.7,-0.88,21.4,-0.79,18.0,1,no change,6.0
7466,22.6,22.7,0.0899999999999999,19.6,1.1,0.6,-0.93,23.4,-0.93,23.4,1,no change,5.0
7469,20.3,19.5,0.05,17.3,1.1,1.0,-0.76,17.0,-0.76,17.0,0,warmer,2.0
7473,21.2,20.8,0.07,20.6,1.0,0.9,-0.96,24.7,-0.96,24.7,1,cooler,4.0
7498,22.9,22.4,0.07,29.5,1.0,0.7,-0.85,20.2,-0.85,20.2,0,warmer,2.0
7504,22.9,22.9,0.11,30.2,1.0,0.5,-1.37,43.7,-1.37,43.7,1,no change,5.0
7510,22.9,22.4,0.12,34.80000000000001,1.0,0.6,-1.17,33.9,-1.17,33.9,1,no change,5.0
7515,23.2,21.9,0.12,16.5,1.1,0.6,-1.06,28.9,-0.95,24.1,1,no change,5.0
7536,23.3,21.9,0.07,20.1,1.0,0.7,-0.92,22.9,-0.92,22.9,1,no change,5.0
7541,24.1,23.0,0.2,16.7,1.0,0.4,-1.89,71.6,-1.74,63.6,1,cooler,3.0
7544,21.1,21.3,0.08,19.7,1.5,0.5,-1.0,26.3,-0.99,25.7,1,no change,6.0
7547,21.7,22.7,0.24,17.4,1.6,0.5,-0.91,22.4,-1.03,27.5,1,no change,5.0
7548,22.9,23.0,0.16,17.1,1.0,0.5,-1.67,59.9,-1.5,51.2,1,no change,4.0
7564,22.0,21.2,0.0899999999999999,23.8,1.0,0.8,-0.98,25.3,-0.98,25.3,1,no change,5.0
7569,23.2,22.3,0.0899999999999999,24.0,1.0,0.6,-1.1,30.6,-1.1,30.6,1,no change,4.0
7571,22.8,22.0,0.11,24.2,1.2,0.6,-0.81,19.0,-0.73,16.1,1,warmer,5.0
7576,23.2,22.1,0.05,24.1,1.0,0.7,-0.88,21.3,-0.88,21.3,1,no change,5.0
7582,23.1,22.4,0.13,22.7,1.0,0.6,-1.26,38.4,-1.26,38.4,1,cooler,5.0
7583,22.7,21.8,0.1,23.0,1.0,0.5,-1.59,56.0,-1.59,56.0,1,cooler,4.0
7591,21.3,19.8,0.06,19.7,1.2,0.6,-1.2,35.1,-1.2,35.1,0,warmer,1.0
7592,23.1,21.9,0.05,19.3,1.1,0.6,-0.87,21.0,-0.87,21.0,0,cooler,3.0
7593,23.2,21.4,0.05,19.6,1.0,0.7,-1.01,26.7,-1.01,26.7,1,no change,4.0
7598,23.0,22.1,0.08,20.7,1.0,0.5,-1.49,50.6,-1.49,50.6,1,no change,3.0
7600,23.1,21.4,0.05,19.7,1.0,0.7,-1.03,27.4,-1.03,27.4,0,cooler,3.0
7609,22.7,21.5,0.06,19.2,1.2,0.5,-1.03,27.4,-1.03,27.4,1,no change,6.0
7610,22.7,21.5,0.06,19.3,1.0,0.5,-1.67,59.9,-1.67,59.9,0,cooler,3.0
7613,22.3,21.3,0.08,18.5,1.1,0.5,-1.42,46.5,-1.42,46.5,1,cooler,3.0
7615,22.0,20.9,0.1,18.4,1.0,0.7,-1.33,41.6,-1.33,41.6,1,warmer,4.0
7624,22.7,21.3,0.07,19.8,1.0,0.8,-0.88,21.4,-0.88,21.4,1,no change,4.0
7626,23.1,22.0,0.06,19.3,1.0,0.7,-0.95,23.9,-0.95,23.9,1,no change,5.0
7629,22.2,21.2,0.05,20.2,1.1,0.5,-1.39,45.2,-1.39,45.2,0,cooler,2.0
7630,22.0,21.1,0.06,21.8,1.0,0.5,-1.86,70.0,-1.86,70.0,1,cooler,3.0
7636,23.1,22.6,0.08,10.4,1.0,0.7,-0.93,23.1,-0.93,23.1,1,warmer,3.0
7638,22.6,22.1,0.08,11.1,1.0,0.7,-1.08,29.6,-1.08,29.6,1,no change,5.0
7640,23.4,22.8,0.1,11.4,1.0,0.7,-0.88,21.4,-0.88,21.4,1,no change,2.0
7641,22.4,21.4,0.08,10.9,1.0,0.7,-1.21,35.9,-1.21,35.9,0,warmer,3.0
7644,21.9,22.3,0.0899999999999999,11.2,1.0,0.6,-1.44,47.7,-1.44,47.7,1,no change,5.0
7652,22.8,22.6,0.0899999999999999,15.5,1.1,0.5,-1.2,35.4,-1.2,35.4,1,no change,6.0
7658,22.3,21.7,0.1,15.2,1.0,0.7,-1.18,34.5,-1.18,34.5,1,no change,5.0
7659,23.3,22.8,0.1,13.800000000000002,1.2,0.4,-1.19,34.6,-1.06,28.5,0,no change,5.0
7673,23.2,21.9,0.05,19.8,1.0,0.5,-1.49,50.5,-1.49,50.5,1,no change,5.0
7674,21.7,21.2,0.12,19.1,1.2,0.7,-0.9,22.1,-0.82,19.1,0,warmer,3.0
7678,22.2,21.3,0.08,29.3,1.2,0.6,-0.89,21.5,-0.77,17.3,1,no change,6.0
7682,22.6,21.6,0.1,28.0,1.0,0.7,-1.06,28.7,-1.06,28.7,1,no change,5.0
7683,22.6,21.9,0.1,26.9,1.0,0.7,-1.02,27.1,-1.02,27.1,1,no change,5.0
7687,22.5,21.4,0.06,30.5,1.1,0.6,-0.96,24.7,-0.96,24.7,1,cooler,3.0
7688,23.8,22.2,0.12,29.5,1.0,0.6,-1.08,29.6,-1.08,29.6,1,no change,5.0
7698,23.4,21.9,0.04,27.4,1.0,0.7,-0.85,20.2,-0.85,20.2,1,warmer,5.0
7704,22.3,20.9,0.05,29.1,1.0,0.8,-0.93,23.4,-0.93,23.4,0,warmer,1.0
7706,21.8,22.1,0.12,27.7,1.0,0.7,-1.2,35.2,-1.2,35.2,1,no change,6.0
7712,21.9,20.7,0.08,31.4,1.2,0.6,-0.99,25.8,-0.87,21.0,1,no change,6.0
7715,23.8,23.1,0.07,20.8,1.0,0.6,-0.89,21.7,-0.89,21.7,1,warmer,4.0
7722,23.0,22.1,0.06,23.5,1.2,0.5,-0.88,21.2,-0.88,21.2,0,cooler,5.0
7723,22.4,21.8,0.08,25.1,1.0,0.5,-1.64,58.3,-1.64,58.3,0,cooler,3.0
7729,21.6,21.2,0.15,25.5,1.2,0.6,-1.2,35.1,-1.12,31.3,1,warmer,3.0
7730,21.0,20.1,0.12,25.9,1.0,1.0,-0.94,23.7,-0.94,23.7,1,no change,5.0
7735,23.2,22.5,0.1,22.2,1.0,0.6,-1.11,31.2,-1.11,31.2,1,cooler,3.0
7744,23.4,22.3,0.07,21.2,1.0,0.7,-0.84,19.8,-0.84,19.8,1,no change,5.0
7752,22.7,21.2,0.12,21.2,1.0,0.8,-0.99,25.7,-0.99,25.7,1,warmer,5.0
7755,21.7,20.7,0.05,32.30000000000001,1.0,0.5,-1.91,72.7,-1.91,72.7,1,no change,5.0
7760,22.6,21.1,0.06,28.9,1.0,0.5,-1.68,60.8,-1.68,60.8,1,cooler,5.0
7762,21.3,21.0,0.11,30.6,1.0,0.7,-1.38,44.6,-1.38,44.6,1,no change,2.0
7765,22.2,21.1,0.05,31.5,1.2,0.6,-0.8,18.6,-0.8,18.6,1,no change,5.0
7766,22.1,21.3,0.12,29.4,1.3,0.5,-1.19,34.9,-1.12,31.3,0,no change,3.0
7775,21.7,21.0,0.1,39.2,1.1,0.7,-0.97,25.0,-0.97,25.0,0,warmer,2.0
7781,21.4,20.4,0.07,38.2,1.6,0.5,-0.81,18.9,-0.83,19.6,0,warmer,2.0
7785,23.3,23.2,0.13,13.800000000000002,1.0,0.6,-1.17,33.7,-1.17,33.7,1,warmer,4.0
7793,24.2,23.1,0.07,13.1,1.1,0.4,-1.08,29.6,-1.08,29.6,0,cooler,2.0
7797,24.0,23.0,0.08,12.4,1.1,0.5,-0.93,23.1,-0.93,23.1,1,cooler,4.0
7806,23.4,22.3,0.06,12.1,1.2,0.4,-1.11,30.8,-1.11,30.8,1,cooler,5.0
7807,23.2,22.3,0.08,11.9,1.1,0.6,-0.91,22.7,-0.91,22.7,1,warmer,4.0
7810,23.2,22.5,0.1,11.5,1.0,0.7,-0.95,24.2,-0.95,24.2,1,cooler,5.0
7811,22.6,22.1,0.08,11.800000000000002,1.2,0.6,-0.83,19.6,-0.71,15.7,1,no change,5.0
7822,22.7,22.4,0.13,12.6,1.0,0.6,-1.41,46.0,-1.41,46.0,1,warmer,5.0
44272,22.6,22.74,0.05,77.8,1.05,0.42,-1.12,31.5,-1.12,31.5,1,warmer,5.0
44275,21.9,21.9,0.07,79.0,1.0,0.42,-1.63,58.1,-1.63,58.1,1,warmer,5.0
44501,23.5,23.82,0.1,74.6,1.18,0.28,-1.01,26.7,-0.87,20.8,1,warmer,3.0
44529,23.4,24.47,0.08,76.6,1.0,0.35,-1.05,28.4,-1.05,28.4,1,no change,6.0
44626,24.7,25.55,0.29,62.2,1.1,0.35,-1.06,28.6,-1.0,26.1,1,no change,5.0
44632,23.5,23.92,0.05,81.4,1.13,0.25,-0.97,24.9,-0.97,24.9,1,no change,5.0
44645,23.7,24.26,0.19,60.8,1.1,0.26,-1.63,58.2,-1.5,50.8,1,warmer,6.0
44798,23.9,21.85,0.68,56.8,1.0,0.8,-1.02,27.1,-1.05,28.1,1,no change,6.0
44799,22.1,23.58,0.28,58.9,1.1,0.42,-1.8,67.1,-1.71,62.5,1,no change,5.0
44800,22.1,24.97,0.2,58.0,1.0,0.59,-1.09,29.8,-0.98,25.2,1,no change,6.0
44884,24.6,22.52,0.51,52.6,1.1,0.42,-1.68,60.5,-1.58,55.5,1,no change,6.0
44885,23.1,26.83,0.57,69.8,1.0,0.52,-1.49,50.4,-1.48,49.7,1,no change,6.0
45155,24.6,24.34,0.51,67.1,1.1,0.38,-1.5,51.0,-1.42,46.8,1,no change,6.0
45233,22.7,23.95,0.27,45.7,1.0,0.51,-1.67,59.9,-1.56,54.1,1,no change,6.0
45235,21.2,21.2,0.18,47.3,1.5,0.48,-1.12,31.4,-1.14,32.4,1,no change,5.0
45241,24.5,22.09,0.54,49.4,1.1,0.42,-1.83,68.3,-1.72,62.7,1,no change,6.0
45295,17.4,18.44,0.03,59.9,1.35,1.16,-0.44,9.0,-0.44,9.0,1,warmer,5.0
45296,18.9,18.27,0.09,54.7,1.13,1.23,-0.49,10.0,-0.49,10.0,1,no change,5.0
45297,17.6,18.84,0.02,58.6,1.05,1.01,-1.13,31.7,-1.13,31.7,1,no change,5.0
45308,20.4,21.21,0.01,51.2,1.05,0.75,-1.02,26.9,-1.02,26.9,1,warmer,5.0
45309,16.7,17.08,0.02,59.8,1.5,1.1,-0.54,11.1,-0.5,10.2,0,warmer,3.0
45311,14.8,16.6,0.0,78.6,1.05,1.05,-1.61,57.1,-1.61,57.1,0,warmer,2.0
45312,13.0,16.1,0.0,82.7,1.25,1.5,-0.66,14.1,-0.66,14.1,1,no change,5.0
45313,15.6,16.76,0.01,72.9,1.7,1.17,-0.35,7.6,-0.37,7.9,1,warmer,5.0
45314,22.2,23.04,0.12,74.1,1.05,0.46,-1.22,36.1,-1.22,36.1,1,no change,5.0
45348,20.4,21.15,0.02,67.8,1.0,0.95,-0.65,13.7,-0.65,13.7,1,warmer,5.0
45355,24.6,23.25,0.13,69.9,1.05,0.35,-1.07,29.1,-0.9,21.9,1,no change,4.0
45367,19.1,19.1,0.06,66.1,1.1,0.77,-1.2,35.0,-1.2,35.0,1,warmer,3.0
45390,19.5,20.81,0.01,39.1,1.4,0.67,-0.75,17.0,-0.75,17.0,1,no change,6.0
45391,15.1,16.78,0.01,58.2,2.18,0.78,-0.68,14.8,-0.88,21.3,1,warmer,4.0
45393,18.5,18.5,0.0,50.4,1.1,0.71,-1.61,57.1,-1.61,57.1,1,warmer,2.0
45416,19.2,19.32,0.01,49.7,1.05,1.26,-0.45,9.2,-0.45,9.2,1,warmer,3.0
45417,19.6,20.37,0.08,60.5,1.03,0.94,-0.84,19.9,-0.84,19.9,1,warmer,5.0
45418,19.2,19.08,0.01,60.0,1.03,0.96,-1.01,26.7,-1.01,26.7,1,no change,5.0
45429,21.0,21.18,0.15,66.2,1.0,0.91,-0.81,18.7,-0.7,15.2,1,no change,5.0
45434,18.6,19.64,0.01,58.1,1.0,0.75,-1.71,62.3,-1.71,62.3,1,warmer,5.0
45435,19.6,17.68,0.01,68.5,1.0,0.67,-1.97,75.4,-1.97,75.4,0,warmer,3.0
45437,17.1,18.2,0.02,75.0,1.35,0.83,-0.95,23.9,-0.95,23.9,1,warmer,4.0
45452,24.3,24.59,0.7,59.2,1.2,0.33,-1.75,64.2,-1.69,61.2,1,no change,4.0
45458,20.0,19.13,0.02,73.7,1.05,0.59,-1.7,61.7,-1.7,61.7,1,no change,5.0
45461,18.6,20.05,0.16,71.6,1.13,0.79,-1.3,40.1,-1.21,35.9,1,no change,5.0
45473,19.8,20.2,0.0,50.1,1.0,0.67,-1.69,61.2,-1.69,61.2,1,no change,5.0
45475,20.8,20.92,0.01,48.6,1.3,0.65,-0.66,14.3,-0.66,14.3,0,warmer,2.0
45477,15.7,14.8,0.0,67.9,1.5,1.32,-0.45,9.2,-0.39,8.1,1,no change,5.0
45479,15.7,14.53,0.01,67.6,1.4,1.12,-0.86,20.8,-0.86,20.8,0,warmer,3.0
45509,23.6,24.25,0.03,50.8,1.0,0.41,-1.04,28.0,-1.04,28.0,1,warmer,3.0
45529,25.6,26.31,0.16,44.6,1.0,0.2,-1.23,36.5,-1.02,27.1,1,no change,5.0
