,ta,tr,vel,rh,met,clo,pmv,ppd,pmv_ce,ppd_ce,thermal_acceptability,thermal_preference,thermal_comfort
95203,27.7,28.2,0.22,52.0,1.2,0.53,0.76,17.0,0.52,10.7,1,no change,5.0
95204,27.7,28.2,0.22,52.0,1.2,0.4,0.53,10.8,0.31,6.9,1,cooler,4.0
95205,29.0,29.9,0.22,48.0,1.2,0.62,1.32,41.5,1.02,26.8,1,cooler,5.0
95206,29.0,29.9,0.22,48.0,1.2,0.63,1.33,42.0,1.03,27.4,1,no change,4.0
95208,29.0,29.9,0.22,48.0,1.2,0.62,1.32,41.5,1.02,26.8,1,cooler,4.0
95209,29.0,29.9,0.22,48.0,1.2,0.53,1.22,36.2,0.91,22.3,0,cooler,3.0
95210,29.0,29.9,0.22,48.0,1.2,0.66,1.36,43.6,1.06,28.9,1,cooler,4.0
95217,25.9,26.4,0.17,66.0,1.2,0.47,0.19,5.8,0.13,5.3,1,no change,5.0
95218,26.3,27.2,0.17,63.0,1.2,0.42,0.26,6.5,0.19,5.7,1,cooler,3.0
95219,26.3,27.2,0.17,63.0,1.2,0.47,0.37,7.8,0.28,6.6,1,no change,5.0
95220,26.3,27.2,0.17,63.0,1.2,0.38,0.18,5.6,0.11,5.3,1,cooler,5.0
95221,28.0,28.6,0.23,38.0,1.2,0.53,0.74,16.6,0.47,9.6,1,no change,5.0
95222,28.0,28.6,0.23,38.0,1.2,0.54,0.76,17.1,0.49,9.9,0,cooler,5.0
95223,28.0,28.6,0.23,38.0,1.2,0.38,0.49,9.9,0.23,6.1,1,cooler,4.0
95224,29.0,30.2,0.23,37.0,1.2,0.62,1.25,37.9,0.92,22.9,1,cooler,5.0
95225,29.0,30.2,0.23,37.0,1.2,0.61,1.24,37.4,0.91,22.5,1,no change,5.0
95227,29.0,30.2,0.23,37.0,1.2,0.52,1.14,32.3,0.8,18.3,0,cooler,4.0
95237,26.7,27.2,0.22,40.0,1.2,0.53,0.32,7.1,0.14,5.4,1,no change,4.0
95238,26.7,27.2,0.22,40.0,1.2,0.54,0.34,7.4,0.16,5.5,0,cooler,4.0
95240,27.0,28.0,0.22,41.0,1.2,0.62,0.64,13.6,0.43,8.8,1,cooler,5.0
95241,27.0,28.0,0.22,41.0,1.2,0.61,0.62,13.2,0.41,8.5,1,warmer,5.0
95243,27.0,28.0,0.22,41.0,1.2,0.52,0.47,9.7,0.27,6.5,0,cooler,4.0
95253,28.6,29.1,0.22,39.0,1.2,0.45,0.84,19.8,0.54,11.2,1,no change,4.0
95254,28.6,29.1,0.22,39.0,1.2,0.57,1.01,26.4,0.72,15.8,0,cooler,4.0
95255,28.6,29.1,0.22,39.0,1.2,0.4,0.76,17.1,0.47,9.5,1,cooler,4.0
95256,29.8,30.9,0.22,38.0,1.2,0.72,1.59,55.8,1.26,38.1,1,no change,4.0
95258,29.8,30.9,0.22,38.0,1.2,0.62,1.51,51.6,1.16,33.2,1,no change,4.0
95259,29.8,30.9,0.22,38.0,1.2,0.53,1.43,47.1,1.06,28.6,1,cooler,4.0
95260,27.0,27.5,0.22,42.0,1.2,0.65,0.64,13.5,0.43,8.8,1,cooler,5.0
95261,27.0,27.5,0.22,42.0,1.2,0.5,0.38,8.0,0.19,5.7,1,cooler,4.0
95269,27.3,28.0,0.23,41.0,1.2,0.45,0.4,8.3,0.18,5.7,0,no change,4.0
95270,27.3,28.0,0.23,41.0,1.2,0.4,0.3,6.8,0.09,5.2,1,cooler,4.0
95271,27.9,28.8,0.23,42.0,1.2,0.72,1.03,27.6,0.77,17.5,1,no change,4.0
95273,27.9,28.8,0.23,42.0,1.2,0.53,0.78,17.8,0.51,10.5,0,cooler,3.0
95280,25.9,26.4,0.17,61.0,1.2,0.6,0.41,8.6,0.32,7.2,1,no change,5.0
95281,25.9,26.4,0.17,61.0,1.2,0.5,0.22,6.0,0.15,5.4,1,no change,5.0
95282,26.5,27.6,0.17,58.0,1.2,0.42,0.33,7.2,0.24,6.2,1,no change,5.0
95283,26.5,27.6,0.17,58.0,1.2,0.34,0.15,5.5,0.08,5.1,1,cooler,5.0
95284,26.5,27.6,0.17,58.0,1.2,0.44,0.37,7.8,0.27,6.5,1,cooler,4.0
95285,28.8,29.5,0.22,44.0,1.2,0.45,0.98,25.3,0.67,14.5,1,no change,5.0
95286,28.8,29.5,0.22,44.0,1.2,0.32,0.77,17.5,0.46,9.5,0,cooler,3.0
95288,30.0,31.1,0.22,41.0,1.2,0.58,1.57,54.8,1.2,35.3,1,no change,4.0
95290,30.0,31.1,0.22,41.0,1.2,0.51,1.51,51.3,1.12,31.6,0,cooler,4.0
95291,27.0,27.5,0.22,44.0,1.2,0.74,0.78,17.7,0.57,11.7,1,cooler,5.0
95292,27.0,27.5,0.22,44.0,1.2,0.45,0.3,6.9,0.12,5.3,1,cooler,4.0
95296,27.1,27.3,0.15,56.0,1.2,0.6,0.74,16.7,0.64,13.5,1,no change,5.0
95297,27.1,27.3,0.15,56.0,1.2,0.5,0.58,12.1,0.48,9.9,1,no change,5.0
95298,27.2,27.6,0.15,54.0,1.2,0.42,0.49,9.9,0.39,8.2,1,cooler,3.0
95299,27.2,27.6,0.15,54.0,1.2,0.34,0.33,7.2,0.25,6.3,1,cooler,5.0
95300,27.2,27.6,0.15,54.0,1.2,0.44,0.52,10.7,0.43,8.8,1,cooler,1.0
95301,27.4,27.9,0.23,43.0,1.2,0.45,0.42,8.7,0.2,5.8,1,no change,5.0
95302,27.4,27.9,0.23,43.0,1.2,0.32,0.14,5.4,-0.04,5.0,1,cooler,4.0
95303,27.4,27.9,0.23,43.0,1.2,0.42,0.36,7.8,0.15,5.5,1,cooler,4.0
95304,27.9,28.9,0.23,43.0,1.2,0.58,0.88,21.2,0.61,12.7,1,no change,4.0
95306,27.9,28.9,0.23,43.0,1.2,0.51,0.77,17.5,0.5,10.2,0,cooler,4.0
95779,28.7,28.4,0.26,68.0,1.2,0.89,1.52,51.9,1.25,37.8,1,cooler,6.0
95780,28.7,28.4,0.26,68.0,1.2,0.61,1.22,36.3,0.92,22.8,0,cooler,3.0
95781,28.7,28.4,0.26,68.0,1.2,0.44,0.96,24.6,0.65,13.9,1,no change,5.0
95782,28.5,29.4,0.26,69.0,1.2,0.54,1.21,35.6,0.9,22.0,1,no change,5.0
95783,28.5,29.4,0.26,69.0,1.2,0.44,1.06,28.6,0.74,16.6,0,cooler,4.0
95785,28.5,29.4,0.26,69.0,1.2,0.49,1.13,32.1,0.82,19.3,0,cooler,3.0
95786,28.5,29.4,0.26,69.0,1.2,0.63,1.33,41.6,1.03,27.3,1,no change,4.0
95788,28.7,29.1,0.26,70.0,1.2,0.54,1.23,36.5,0.91,22.7,0,cooler,4.0
95789,28.7,29.1,0.26,70.0,1.2,1.0,1.69,61.1,1.44,47.5,1,no change,6.0
95790,28.7,29.1,0.26,70.0,1.2,0.5,1.17,33.7,0.85,20.3,1,cooler,4.0
95791,29.1,29.3,0.2,71.0,1.2,0.36,1.15,32.8,0.89,21.8,1,cooler,5.0
95792,29.1,29.3,0.2,71.0,1.2,0.5,1.35,42.8,1.1,30.4,1,no change,5.0
95793,29.1,29.3,0.2,71.0,1.2,0.48,1.32,41.5,1.07,29.2,0,cooler,4.0
95795,29.5,29.7,0.2,70.0,1.2,0.5,1.48,50.1,1.21,35.9,1,cooler,4.0
95796,28.3,28.3,0.26,73.0,1.2,0.44,0.89,21.8,0.61,12.9,1,cooler,5.0
95799,28.5,28.9,0.26,71.0,1.2,0.58,1.22,36.2,0.92,23.1,0,cooler,2.0
95800,28.5,28.9,0.26,71.0,1.2,0.65,1.31,40.8,1.02,27.0,1,no change,5.0
95801,28.5,28.9,0.26,71.0,1.2,0.53,1.15,32.8,0.85,20.2,1,cooler,4.0
95809,26.9,27.7,0.21,51.0,1.2,1.45,1.44,47.9,1.28,39.4,1,no change,6.0
95810,26.9,27.7,0.21,51.0,1.2,0.83,0.95,24.2,0.76,17.1,1,cooler,4.0
95811,26.9,27.7,0.21,51.0,1.2,0.92,1.05,28.2,0.86,20.6,1,cooler,5.0
95812,26.9,27.7,0.21,51.0,1.2,0.85,0.97,25.1,0.78,17.9,1,no change,5.0
95813,26.9,27.7,0.21,51.0,1.2,0.38,0.23,6.1,0.08,5.1,1,warmer,5.0
95892,27.1,36.4,0.23,57.0,1.2,0.81,1.91,72.4,1.65,58.9,1,no change,5.0
95893,27.1,36.4,0.23,57.0,1.2,0.57,1.76,64.9,1.43,47.1,1,no change,5.0
95894,27.1,36.4,0.23,57.0,1.2,0.55,1.74,64.0,1.4,45.8,1,warmer,4.0
95895,27.1,36.4,0.23,57.0,1.2,0.62,1.8,66.8,1.48,49.9,1,no change,5.0
95896,27.1,36.4,0.23,57.0,1.2,0.47,1.68,60.5,1.31,41.0,1,no change,5.0
96024,25.1,25.4,0.32,64.0,1.2,0.87,0.48,9.7,0.28,6.6,1,no change,3.0
96025,25.1,25.4,0.32,64.0,1.2,0.87,0.48,9.7,0.28,6.6,1,no change,5.0
96026,25.1,25.4,0.32,64.0,1.2,0.75,0.28,6.6,0.09,5.2,1,warmer,4.0
96027,25.1,25.4,0.32,64.0,1.2,0.75,0.28,6.6,0.09,5.2,1,cooler,5.0
96033,25.1,25.4,0.32,64.0,1.2,0.84,0.43,8.8,0.23,6.1,1,warmer,5.0
96034,25.1,25.4,0.32,64.0,1.2,0.73,0.24,6.2,0.06,5.1,1,cooler,5.0
96035,25.1,25.4,0.32,64.0,1.2,0.78,0.33,7.3,0.14,5.4,1,cooler,5.0
96040,25.0,25.2,0.31,64.0,1.2,0.87,0.45,9.1,0.26,6.4,1,no change,3.0
96041,25.0,25.2,0.31,64.0,1.2,0.87,0.45,9.1,0.26,6.4,1,no change,5.0
96049,25.0,25.2,0.31,64.0,1.2,0.84,0.4,8.3,0.21,6.0,1,warmer,5.0
96068,25.7,25.7,0.34,63.0,1.2,0.47,-0.21,5.9,-0.35,7.5,1,cooler,4.0
96069,25.7,25.7,0.34,63.0,1.2,0.51,-0.1,5.2,-0.26,6.4,1,no change,4.0
96070,25.7,25.7,0.34,63.0,1.2,0.47,-0.21,5.9,-0.35,7.5,1,cooler,4.0
96071,25.7,25.7,0.34,63.0,1.2,0.63,0.18,5.7,-0.02,5.0,1,no change,5.0
96072,25.7,25.7,0.34,63.0,1.2,0.92,0.67,14.4,0.44,9.0,1,no change,5.0
96073,25.7,25.7,0.34,63.0,1.2,0.47,-0.21,5.9,-0.35,7.5,1,warmer,3.0
96074,25.7,25.7,0.34,63.0,1.2,0.88,0.61,12.9,0.38,8.0,1,warmer,5.0
96075,25.7,25.7,0.34,63.0,1.2,0.51,-0.1,5.2,-0.26,6.4,1,cooler,5.0
96076,25.7,25.7,0.34,63.0,1.2,0.63,0.18,5.7,-0.02,5.0,1,cooler,5.0
96077,25.7,25.7,0.34,63.0,1.2,0.43,-0.32,7.1,-0.44,9.0,1,cooler,5.0
96078,25.7,25.7,0.34,63.0,1.2,0.63,0.18,5.7,-0.02,5.0,1,cooler,4.0
96079,25.7,25.7,0.34,63.0,1.2,0.64,0.2,5.8,-0.0,5.0,1,no change,5.0
96080,25.7,25.7,0.34,63.0,1.2,0.79,0.48,9.7,0.25,6.3,1,no change,5.0
96081,25.7,25.7,0.34,63.0,1.2,0.92,0.67,14.4,0.44,9.0,1,warmer,5.0
96082,25.7,25.7,0.34,63.0,1.2,0.82,0.52,10.7,0.3,6.8,1,cooler,5.0
96083,25.7,25.7,0.34,63.0,1.2,0.51,-0.1,5.2,-0.26,6.4,1,cooler,5.0
