,ta,tr,vel,rh,met,clo,pmv,ppd,pmv_ce,ppd_ce,thermal_acceptability,thermal_preference,thermal_comfort
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
104,27.6,26.77727272727273,0.38,28.0,1.36518771331058,0.6,0.48,9.8,0.06,5.1,0,cooler,3.0
356,25.9,25.21857142857143,0.37,59.0,1.348122866894198,0.62,0.2,5.8,-0.08,5.1,1,no change,5.0
358,25.9,25.88257575757576,0.2800000000000001,59.0,1.36518771331058,0.9,0.75,16.8,0.47,9.7,0,cooler,2.0
441,26.4,28.170000000000005,0.12,45.0,1.2116040955631395,0.57,0.59,12.3,0.55,11.4,0,cooler,3.0
2073,23.98333333333332,25.371947714378926,0.6093333333333333,63.86,1.38745704467354,0.48,-0.68,14.8,-0.88,21.4,1,no change,6.0
2136,25.85666666666667,27.51296573296103,0.2903333333333333,55.760000000000005,1.396048109965636,0.4,0.1,5.2,-0.19,5.7,1,no change,5.0
2137,24.20333333333332,25.97433250998411,0.4633333333333332,63.440000000000005,1.5463917525773192,0.32,-0.66,14.1,-0.92,23.0,1,no change,5.0
2138,28.663333333333327,28.40477980087253,0.224,24.54,1.365979381443299,0.44,0.72,16.0,0.32,7.1,0,cooler,3.0
2139,27.353333333333325,30.01418477129465,0.394,27.9,1.4175257731958757,0.3299999999999999,0.35,7.6,-0.18,5.7,1,cooler,5.0
2140,28.296666666666667,29.26397550228565,0.3546666666666667,28.64,1.396048109965636,0.57,0.88,21.4,0.36,7.6,1,warmer,5.0
2143,27.21,28.398843116639984,0.1456666666666667,26.52,1.365979381443299,0.48,0.58,12.1,0.35,7.6,1,cooler,6.0
2144,27.396666666666665,28.931078835929853,0.1953333333333333,28.73,1.718213058419244,0.48,0.92,22.8,0.38,8.1,1,no change,5.0
2146,26.05,27.73186526957472,0.4916666666666667,30.19,1.2886597938144326,0.45,-0.25,6.3,-0.55,11.4,1,no change,5.0
2147,25.26,26.99996058752911,0.5193333333333333,58.970000000000006,1.718213058419244,0.38,0.06,5.1,-0.47,9.6,1,no change,5.0
2149,29.253333333333323,29.881168830371788,0.1873333333333333,28.78,1.5979381443298968,0.57,1.34,42.5,0.8,18.5,1,no change,6.0
2150,27.43,27.78516337115504,0.3226666666666667,28.010000000000005,1.3745704467353954,0.4,0.25,6.3,-0.13,5.4,1,no change,6.0
2152,26.616666666666667,29.315650414910333,0.4270000000000001,55.59,1.2457044673539517,0.53,0.44,9.1,0.08,5.1,1,cooler,4.0
2154,26.86,29.4772191280738,0.5193333333333333,29.88,1.258591065292096,0.36,-0.12,5.3,-0.51,10.5,1,no change,6.0
2155,24.55,25.729285950432487,0.5716666666666667,62.66,1.718213058419244,0.3299999999999999,-0.4,8.3,-0.82,19.2,1,cooler,5.0
2160,23.756666666666664,25.435631160519087,0.5346666666666665,61.78,1.3573883161512028,0.56,-0.51,10.5,-0.72,15.9,1,no change,4.0
6370,26.55,26.68,0.13,47.0,1.8373720136518767,0.6599999999999999,1.01,26.5,0.58,11.9,1,cooler,4.0
6794,25.04,25.37,0.6599999999999999,60.0,1.3656996587030714,0.35,-0.93,23.4,-1.08,29.6,0,cooler,1.0
6835,26.45,27.12,0.23,61.0,1.6139931740614333,0.4300000000000001,0.57,11.9,0.18,5.7,0,cooler,4.0
6837,26.78,27.26,0.1,61.0,1.4897610921501698,0.32,0.51,10.5,0.33,7.2,0,cooler,2.0
6839,25.86,26.06,0.29,64.0,1.390443686006826,0.38,-0.08,5.1,-0.3,6.8,1,cooler,5.0
44177,27.4,26.73,0.04,81.8,1.5,0.53,1.09,29.8,1.0,26.2,1,no change,6.0
44189,27.5,26.56,0.04,83.6,1.85,0.51,1.29,39.8,0.98,25.3,1,no change,4.0
44199,25.6,23.67,0.05,77.0,1.95,0.62,0.88,21.5,0.57,11.7,0,warmer,2.0
44200,27.5,26.82,0.05,84.1,1.68,0.66,1.34,42.4,1.13,32.0,1,cooler,4.0
44211,26.3,23.75,0.17,82.8,1.1,0.61,0.21,5.9,0.19,5.7,1,no change,6.0
44213,27.0,27.59,0.07,84.0,1.0,0.62,1.04,27.8,1.04,27.8,1,no change,5.0
44214,26.9,27.7,0.1,80.7,1.0,0.65,0.98,25.3,0.98,25.3,1,cooler,4.0
44215,27.1,28.07,0.05,79.8,1.2,0.76,1.37,43.7,1.37,43.7,1,cooler,5.0
44231,28.3,28.98,0.14,59.6,1.05,0.56,1.08,29.6,1.1,30.5,1,no change,5.0
44232,27.5,26.59,0.18,60.0,1.2,0.39,0.35,7.5,0.22,6.0,1,no change,6.0
44233,25.9,28.82,0.15,62.8,1.2,0.54,0.66,14.2,0.59,12.3,1,no change,5.0
44234,25.3,28.42,0.18,65.6,1.0,0.72,0.54,11.0,0.57,11.7,1,no change,5.0
44236,27.2,29.63,0.27,90.6,1.4,0.67,1.31,40.8,1.02,27.0,0,warmer,1.0
44237,27.2,28.72,0.33,91.4,1.0,0.59,0.79,18.2,0.64,13.7,1,no change,5.0
44238,28.4,28.61,0.28,86.0,1.0,0.51,0.97,24.9,0.81,18.8,1,cooler,4.0
44239,27.0,28.08,0.17,92.8,1.6,0.53,1.16,33.2,0.87,21.0,1,cooler,3.0
44240,25.2,29.26,0.23,75.9,1.18,0.57,0.56,11.5,0.43,8.8,1,no change,5.0
44241,28.3,27.18,0.19,84.7,1.25,0.59,1.13,31.7,0.93,23.3,1,no change,5.0
44243,28.7,29.88,0.14,82.6,1.33,0.42,1.41,46.1,1.21,35.6,1,no change,5.0
44244,27.7,29.75,0.1,81.0,1.33,0.42,1.22,36.3,1.12,31.7,1,no change,6.0
44245,28.7,30.07,0.09,64.6,1.1,0.42,1.33,42.0,1.33,42.0,1,no change,5.0
44247,26.3,28.77,0.36,55.4,1.6,0.57,0.77,17.3,0.26,6.4,1,no change,5.0
44248,28.5,29.78,0.53,63.4,1.25,0.39,0.74,16.6,0.21,5.9,1,no change,5.0
44249,28.6,29.31,0.44,69.3,1.05,0.43,0.71,15.5,0.35,7.5,1,cooler,5.0
44257,28.5,29.74,0.28,87.2,2.15,0.25,1.66,59.6,0.78,17.9,1,no change,5.0
44259,28.5,29.01,0.03,86.7,1.2,0.57,1.63,57.8,1.63,57.8,1,no change,5.0
44260,28.3,29.47,0.41,88.1,1.1,0.35,0.72,16.0,0.43,8.9,1,no change,5.0
44261,28.4,29.12,0.45,86.2,1.48,0.2,0.69,15.0,0.15,5.5,0,cooler,3.0
44263,27.0,29.51,0.23,76.9,1.08,0.4,0.59,12.3,0.48,9.8,1,no change,5.0
44264,28.0,31.18,0.32,83.1,1.95,0.57,1.75,64.7,1.12,31.6,1,no change,5.0
44265,27.7,28.86,0.41,83.7,1.2,0.4,0.67,14.3,0.34,7.4,1,no change,5.0
44266,27.5,29.81,0.4,79.4,1.3,0.2,0.26,6.4,-0.11,5.3,1,warmer,5.0
44267,29.1,28.86,0.47,79.2,1.8,0.38,1.43,47.4,0.66,14.1,1,no change,5.0
44268,28.4,30.54,0.23,83.0,1.15,0.68,1.62,57.4,1.42,46.4,1,cooler,4.0
44269,28.4,30.12,0.15,82.0,1.15,0.62,1.58,55.2,1.5,50.7,1,no change,5.0
44276,25.4,26.18,0.09,79.6,1.78,0.6,0.89,21.6,0.61,12.7,1,cooler,5.0
44277,25.4,26.35,0.21,81.6,1.4,0.51,0.35,7.6,0.17,5.6,1,cooler,4.0
44278,25.1,26.85,0.22,76.8,1.6,0.46,0.4,8.4,0.09,5.2,1,cooler,5.0
44280,25.5,26.64,0.36,75.8,1.2,0.68,0.41,8.5,0.2,5.8,1,cooler,5.0
44281,27.4,27.91,0.03,78.4,1.55,0.62,1.31,40.7,1.2,35.4,1,no change,5.0
44282,27.9,28.34,0.34,82.5,1.23,0.53,0.93,23.1,0.61,12.7,1,no change,5.0
44283,27.8,28.01,0.29,81.3,1.55,0.51,1.11,30.8,0.67,14.6,1,cooler,5.0
44284,27.7,28.51,0.27,83.8,1.23,0.62,1.1,30.7,0.85,20.1,1,no change,5.0
44285,27.7,28.5,0.25,79.8,1.08,0.53,0.87,21.0,0.71,15.5,1,no change,5.0
44290,28.8,30.22,0.43,79.0,1.05,0.42,1.0,26.0,0.63,13.2,1,no change,4.0
44291,28.8,30.22,0.43,79.0,1.1,0.27,0.7,15.4,0.33,7.2,1,no change,5.0
44292,28.8,29.87,0.32,84.9,1.35,0.42,1.3,40.1,0.87,21.0,1,no change,5.0
44293,27.6,27.6,0.32,82.8,1.05,0.4,0.31,6.9,0.16,5.5,1,warmer,5.0
44294,28.8,29.87,0.32,84.9,1.13,0.27,0.88,21.4,0.58,12.0,1,cooler,4.0
44300,27.7,29.22,0.83,88.4,1.35,0.59,0.97,24.9,0.46,9.5,1,cooler,5.0
44301,27.5,28.76,0.3,89.5,1.15,0.4,0.7,15.2,0.49,10.1,1,no change,5.0
44306,26.8,27.45,0.03,82.9,1.1,0.51,0.93,23.2,0.93,23.2,1,no change,5.0
44307,27.1,27.56,0.08,77.6,1.08,0.42,0.71,15.6,0.71,15.6,1,no change,5.0
44323,28.3,29.93,0.41,81.3,2.15,0.42,1.72,62.9,0.84,20.0,1,cooler,5.0
44324,28.6,28.88,0.67,82.3,1.13,0.42,0.71,15.5,0.27,6.5,1,cooler,5.0
44325,28.4,30.2,0.37,82.4,1.53,0.52,1.42,46.4,0.9,22.1,1,no change,5.0
44333,26.6,26.45,0.08,82.6,1.6,0.42,0.79,18.2,0.59,12.4,1,no change,5.0
44334,26.2,27.18,0.05,80.4,1.38,0.42,0.7,15.2,0.72,15.8,0,cooler,4.0
44338,28.4,29.74,0.61,80.8,1.23,0.76,1.38,44.5,0.92,23.1,1,no change,5.0
44344,28.0,29.58,0.92,84.9,1.0,0.4,0.1,5.2,-0.19,5.7,1,no change,5.0
44345,28.1,29.83,0.74,85.4,1.13,0.4,0.58,12.1,0.16,5.6,1,cooler,5.0
44350,29.2,30.15,0.94,83.1,1.13,0.42,0.97,24.9,0.39,8.2,1,no change,5.0
44357,26.7,27.95,0.87,82.9,1.0,0.35,-0.94,23.7,-0.95,24.2,1,no change,6.0
44363,28.2,28.38,0.18,48.6,1.0,0.68,0.92,23.0,0.87,21.0,1,warmer,5.0
44383,29.7,30.65,0.44,28.0,1.0,0.61,1.06,28.9,0.58,12.1,1,no change,5.0
44384,29.8,31.27,0.79,28.6,1.28,0.59,1.21,36.0,0.4,8.4,1,cooler,5.0
44391,29.8,30.77,0.47,88.9,1.0,0.51,1.61,57.0,1.22,36.3,1,no change,6.0
44392,28.0,29.39,0.67,90.2,1.1,0.56,0.92,22.9,0.54,11.2,1,no change,5.0
44393,28.2,29.16,0.45,89.8,1.2,0.42,0.92,22.9,0.56,11.5,1,no change,5.0
44400,29.3,30.46,0.41,87.1,1.58,0.42,1.6,56.3,0.99,25.8,1,cooler,5.0
44401,29.3,30.45,0.4,87.3,1.08,0.27,1.02,26.9,0.65,13.9,1,cooler,5.0
44402,29.3,30.2,0.38,87.0,1.0,0.44,1.28,39.1,0.97,24.8,1,no change,5.0
44408,25.2,25.05,0.07,75.4,1.95,0.36,0.54,11.2,0.18,5.6,1,warmer,5.0
44410,27.1,28.42,0.57,81.7,1.38,0.51,0.67,14.5,0.23,6.1,1,no change,6.0
44411,27.2,28.19,0.47,84.7,1.0,0.39,-0.06,5.1,-0.18,5.7,1,no change,6.0
44412,30.0,30.26,0.58,83.1,1.78,0.42,1.82,67.8,0.98,25.1,1,cooler,5.0
44413,29.7,31.02,0.6,84.1,1.28,0.36,1.4,45.4,0.75,16.8,1,no change,5.0
44420,25.3,25.08,0.31,82.5,1.4,0.81,0.62,13.1,0.38,7.9,1,warmer,5.0
44422,26.7,27.98,0.18,76.8,1.45,0.57,0.93,23.2,0.67,14.3,1,warmer,6.0
44423,27.1,27.64,0.17,81.1,1.0,0.51,0.6,12.5,0.63,13.4,1,no change,6.0
44428,29.0,29.76,0.21,87.2,1.53,0.42,1.53,52.4,1.12,31.6,1,no change,5.0
44429,29.0,29.72,0.18,87.6,1.13,0.68,1.73,63.4,1.61,56.7,1,no change,6.0
44434,24.1,25.15,0.08,76.8,2.13,0.87,1.14,32.4,0.77,17.4,1,no change,6.0
44436,23.8,25.59,0.75,80.1,1.0,0.87,-0.35,7.5,-0.45,9.3,1,no change,6.0
44438,27.7,27.7,0.12,80.9,1.98,0.61,1.54,53.3,1.08,29.6,1,no change,5.0
44440,27.3,27.83,0.16,78.2,1.5,0.68,1.21,35.7,0.94,23.8,1,no change,6.0
44443,26.3,26.69,0.03,76.3,1.18,0.57,0.85,20.4,0.85,20.4,1,no change,5.0
44445,26.6,27.15,0.05,82.8,1.15,0.68,1.09,30.2,1.09,30.2,1,no change,5.0
44452,30.0,30.57,0.01,44.2,1.08,0.57,1.71,62.2,1.71,62.2,1,cooler,5.0
44454,26.7,26.24,0.09,76.8,1.75,0.62,1.09,30.3,0.79,18.2,1,cooler,6.0
44459,25.7,26.71,0.25,28.2,2.15,0.59,0.9,22.0,0.19,5.7,1,no change,5.0
44461,28.5,28.9,0.25,84.1,1.8,0.59,1.62,57.2,1.11,30.9,1,cooler,6.0
44471,28.5,28.5,0.02,24.9,2.13,0.59,1.52,52.2,0.91,22.3,1,no change,5.0
44472,28.6,28.6,0.01,24.4,1.05,0.53,0.88,21.3,0.88,21.3,1,cooler,5.0
44478,27.2,27.08,0.02,83.8,1.88,0.61,1.41,46.0,1.13,32.0,1,no change,5.0
44495,25.7,25.51,0.2,79.2,1.48,0.51,0.4,8.4,0.18,5.7,1,no change,5.0
44498,28.9,29.95,0.04,80.1,1.43,0.59,1.72,62.8,1.67,59.9,1,no change,5.0
44499,28.5,29.27,0.03,82.3,1.4,0.42,1.45,48.4,1.47,49.4,1,no change,3.0
44500,27.7,28.44,0.19,82.2,1.4,0.51,1.1,30.7,0.83,19.7,1,cooler,3.0
44513,29.1,30.08,0.49,81.2,1.0,0.42,0.98,25.3,0.6,12.5,1,cooler,5.0
44514,29.4,29.88,0.46,78.9,1.18,0.4,1.22,36.3,0.72,16.0,1,cooler,5.0
44522,27.5,28.89,0.09,79.4,1.25,0.61,1.27,38.7,1.26,38.2,1,cooler,4.0
44523,28.9,29.38,0.11,86.9,1.0,0.79,1.83,68.7,1.83,68.7,1,no change,5.0
44524,27.9,27.9,0.07,79.3,2.25,0.58,1.79,66.7,1.22,36.2,1,cooler,5.0
44534,25.5,26.06,0.19,76.3,1.6,0.59,0.64,13.6,0.36,7.6,1,no change,5.0
44535,25.7,26.3,0.25,78.8,1.35,0.61,0.48,9.8,0.27,6.5,1,no change,5.0
44536,26.1,25.96,0.06,76.9,1.0,0.77,0.77,17.4,0.77,17.4,1,no change,5.0
44537,25.8,26.09,0.07,82.3,1.4,0.37,0.38,7.9,0.36,7.8,1,warmer,5.0
44538,28.2,26.87,0.21,80.2,1.13,0.57,0.94,23.8,0.78,18.0,1,no change,5.0
44539,26.7,28.63,0.16,83.0,1.13,0.42,0.67,14.4,0.64,13.7,1,no change,6.0
44540,27.5,27.72,0.35,77.8,1.1,0.68,0.89,21.9,0.64,13.6,1,no change,6.0
44541,28.8,29.56,0.07,79.8,1.18,0.57,1.63,57.8,1.63,57.8,1,no change,6.0
44542,28.9,29.92,0.28,82.0,1.1,0.52,1.38,44.3,1.11,31.0,0,cooler,4.0
44543,29.4,30.21,0.27,80.4,1.8,0.66,1.91,72.5,1.37,44.0,1,cooler,5.0
44545,29.6,30.2,0.82,80.8,1.28,0.68,1.61,57.1,1.0,26.3,1,cooler,5.0
44546,29.2,30.37,0.77,85.5,1.65,0.35,1.39,44.8,0.56,11.6,1,no change,5.0
44548,27.4,28.63,0.47,77.9,1.0,0.35,-0.12,5.3,-0.25,6.2,1,no change,5.0
44552,28.2,28.8,0.02,77.9,1.63,0.66,1.59,55.8,1.44,47.4,1,no change,5.0
44553,28.5,29.04,0.05,80.9,1.25,0.27,1.17,33.6,1.17,33.6,1,no change,5.0
44555,29.2,30.28,0.63,78.4,1.6,0.2,1.07,29.1,0.2,5.8,0,cooler,5.0
44556,29.2,30.28,0.63,78.4,1.0,0.2,0.19,5.8,-0.12,5.3,1,no change,5.0
44557,27.5,28.16,0.34,83.7,1.6,0.25,0.63,13.3,0.14,5.4,1,warmer,5.0
44562,27.7,27.7,0.13,83.3,1.03,0.42,0.73,16.2,0.83,19.6,1,no change,6.0
44567,28.2,29.79,0.59,81.2,1.38,0.44,0.98,25.4,0.43,8.8,1,cooler,5.0
44568,28.2,29.94,0.75,83.2,1.0,0.35,0.18,5.6,-0.11,5.3,1,no change,6.0
44591,30.0,30.61,0.85,86.0,1.0,0.61,1.63,58.0,1.09,30.0,1,no change,5.0
44592,29.6,30.4,0.62,85.0,1.45,0.25,1.22,36.5,0.48,9.9,0,cooler,5.0
44598,25.5,26.27,0.22,81.7,1.15,0.57,0.27,6.5,0.19,5.7,1,no change,5.0
44599,25.2,26.71,0.2,81.6,1.05,0.42,-0.25,6.3,-0.19,5.7,1,no change,4.0
44600,30.0,30.18,0.17,85.2,1.03,0.57,1.88,71.1,1.81,67.7,1,no change,6.0
44614,26.3,27.68,0.64,73.5,1.05,0.47,-0.35,7.5,-0.49,10.1,1,cooler,5.0
44615,26.6,27.05,0.36,73.2,1.13,0.49,0.18,5.7,-0.02,5.0,1,warmer,5.0
44616,26.6,27.05,0.36,73.2,1.3,0.42,0.19,5.8,-0.07,5.1,1,warmer,5.0
44621,26.1,26.35,0.48,69.8,1.23,0.42,-0.29,6.7,-0.48,9.8,1,no change,6.0
44622,26.4,26.62,0.32,73.2,1.5,0.51,0.54,11.2,0.18,5.7,1,no change,5.0
44623,26.1,26.3,0.23,70.2,1.1,0.27,-0.61,12.7,-0.55,11.2,1,no change,5.0
44635,26.4,26.4,0.27,70.7,1.28,0.71,0.66,14.2,0.42,8.7,1,cooler,5.0
44636,26.4,26.65,0.02,69.4,1.1,0.62,0.79,18.1,0.79,18.1,1,warmer,5.0
44637,26.3,29.16,0.71,69.8,1.03,0.62,0.16,5.5,-0.12,5.3,1,no change,6.0
44659,25.2,25.88,0.36,52.7,1.7,0.77,0.67,14.3,0.23,6.1,1,cooler,5.0
44661,27.9,30.2,0.74,27.5,1.7,0.64,1.06,28.6,0.25,6.3,0,cooler,4.0
44662,27.9,30.2,0.74,27.5,1.03,0.39,-0.23,6.1,-0.57,11.8,1,cooler,5.0
44663,26.3,26.94,0.3,59.8,1.1,0.43,-0.17,5.6,-0.27,6.5,1,no change,5.0
44664,26.7,26.27,0.06,53.9,1.2,0.59,0.65,13.9,0.65,13.9,1,cooler,5.0
44665,29.6,31.2,0.4,27.4,1.13,0.57,1.2,35.4,0.66,14.3,1,cooler,5.0
44666,28.2,30.81,0.57,27.6,1.38,0.24,0.29,6.8,-0.38,8.0,1,cooler,5.0
44669,27.9,28.94,0.08,35.1,1.3,0.52,0.93,23.3,0.88,21.4,1,cooler,5.0
44672,28.2,29.49,0.32,29.0,1.3,0.52,0.76,17.3,0.31,7.0,1,cooler,5.0
44675,29.4,29.4,0.19,31.3,1.35,0.36,0.97,25.0,0.56,11.6,1,cooler,5.0
44699,28.7,29.79,0.34,77.6,1.8,0.62,1.68,60.6,1.08,29.6,1,no change,4.0
44701,28.9,29.99,0.64,77.5,1.2,0.19,0.38,8.1,-0.1,5.2,1,no change,6.0
44702,29.6,28.76,0.68,75.0,1.6,0.18,0.92,23.0,0.06,5.1,1,no change,5.0
44703,28.7,28.51,0.2,78.5,1.8,0.61,1.62,57.3,1.13,31.8,1,no change,5.0
44704,28.7,28.18,0.56,78.2,1.2,0.18,0.04,5.0,-0.28,6.6,1,no change,5.0
44705,28.9,28.68,0.36,77.3,1.1,0.2,0.32,7.2,0.07,5.1,1,no change,4.0
44706,26.7,27.64,0.2,88.2,1.1,0.61,0.82,19.1,0.74,16.5,1,no change,5.0
44711,28.1,29.34,0.87,79.5,1.1,0.46,0.5,10.3,0.07,5.1,1,no change,5.0
44712,28.4,29.5,0.66,70.0,1.4,0.61,1.17,33.8,0.56,11.7,1,cooler,4.0
44728,28.9,29.58,0.14,84.0,1.0,0.33,1.19,34.6,1.29,39.6,1,no change,5.0
44729,28.7,28.39,0.87,83.3,1.1,0.59,0.96,24.4,0.48,9.9,1,no change,6.0
44731,27.1,28.47,0.14,84.1,1.1,0.31,0.54,11.1,0.6,12.4,1,no change,4.0
44732,26.9,27.93,0.53,85.2,1.8,0.4,0.84,19.9,0.2,5.9,1,no change,4.0
44734,27.5,27.5,0.06,86.1,1.1,0.48,1.02,27.0,1.02,27.0,0,cooler,3.0
44735,27.3,27.45,0.08,86.4,1.0,0.68,1.17,33.7,1.17,33.7,1,no change,5.0
44736,28.9,29.74,0.69,61.2,1.1,0.31,0.36,7.8,-0.12,5.3,1,cooler,4.0
44750,26.5,25.57,0.84,54.1,1.1,0.53,-0.49,10.1,-0.68,14.6,1,no change,6.0
44751,26.6,27.55,0.91,88.2,1.0,0.76,0.42,8.7,0.14,5.4,1,no change,5.0
44752,26.5,27.8,0.95,88.4,1.03,0.46,-0.46,9.4,-0.59,12.2,1,no change,6.0
44755,28.6,29.75,0.73,60.9,1.0,0.76,1.08,29.5,0.61,12.7,1,cooler,4.0
44765,27.9,29.26,0.63,85.6,1.4,0.61,1.15,32.7,0.65,13.8,1,no change,5.0
44767,27.9,27.9,0.17,84.6,1.1,0.62,1.15,32.7,1.08,29.5,1,no change,6.0
44768,27.9,27.75,0.08,69.8,1.8,0.61,1.41,45.9,1.03,27.6,0,cooler,3.0
44770,26.8,26.99,0.22,72.3,1.8,0.41,0.85,20.1,0.36,7.7,1,no change,5.0
44771,29.3,30.66,0.64,58.4,1.1,0.52,1.13,31.8,0.53,10.9,1,no change,4.0
44777,28.9,29.69,0.58,73.4,1.1,0.36,0.7,15.3,0.24,6.2,1,cooler,4.0
44778,28.8,29.4,0.8,73.0,1.1,0.53,0.9,22.3,0.38,7.9,1,no change,5.0
44779,29.0,29.82,0.63,73.6,1.0,0.31,0.38,8.0,0.01,5.0,1,no change,5.0
44781,27.1,28.59,0.79,86.9,1.15,0.4,0.07,5.1,-0.23,6.1,1,no change,6.0
44782,28.1,28.96,0.32,73.2,1.0,0.52,0.78,17.8,0.56,11.7,1,no change,5.0
44783,28.4,28.87,0.41,72.3,1.1,0.25,0.22,6.0,-0.05,5.1,1,no change,6.0
44786,24.5,28.13,0.44,50.6,1.1,0.76,0.07,5.1,-0.12,5.3,1,no change,6.0
44802,28.2,28.98,0.57,68.4,1.63,0.32,0.84,19.9,0.11,5.3,1,cooler,3.0
44803,28.3,29.76,0.07,68.9,1.1,0.19,0.95,24.2,0.95,24.2,1,no change,4.0
44807,29.6,30.66,0.6,79.4,1.4,0.37,1.38,44.7,0.67,14.4,0,cooler,3.0
44808,29.8,30.52,0.46,78.8,1.25,0.59,1.67,60.3,1.15,32.8,1,cooler,4.0
44810,28.4,29.63,0.87,76.7,1.28,0.79,1.33,41.8,0.78,18.0,1,no change,4.0
44813,27.6,28.92,0.58,86.8,1.0,0.56,0.59,12.4,0.32,7.1,1,no change,4.0
44816,28.5,29.3,0.61,67.5,1.0,0.4,0.33,7.2,-0.02,5.0,1,no change,5.0
44828,28.9,28.9,0.28,75.0,1.4,0.61,1.41,46.2,1.0,26.2,1,no change,4.0
44830,26.8,27.31,0.14,87.4,1.0,0.61,0.79,18.2,0.88,21.4,1,no change,5.0
44831,28.3,26.57,0.21,84.6,1.05,0.35,0.4,8.4,0.34,7.4,1,no change,4.0
44832,27.6,28.75,0.71,70.1,1.0,0.76,0.77,17.5,0.4,8.3,1,no change,6.0
44834,29.8,30.27,0.43,64.1,1.3,0.76,1.7,61.5,1.17,33.8,1,cooler,4.0
44835,29.7,30.56,0.74,64.1,1.0,0.4,0.88,21.3,0.3,6.8,1,no change,4.0
44849,29.9,27.72,0.63,77.1,1.0,0.4,0.72,15.9,0.29,6.7,1,no change,4.0
44850,29.0,28.77,0.42,79.3,1.0,0.18,0.01,5.0,-0.14,5.4,1,no change,5.0
44853,27.4,27.98,0.22,82.0,1.1,0.59,0.91,22.5,0.78,17.8,0,cooler,3.0
44854,27.6,28.52,0.39,74.2,1.0,0.76,0.96,24.7,0.71,15.7,1,no change,4.0
44855,27.8,28.73,0.87,73.1,1.1,0.59,0.6,12.6,0.16,5.5,1,cooler,4.0
44856,28.4,29.2,0.11,71.4,1.8,0.61,1.61,56.9,1.18,34.5,1,no change,4.0
44857,28.5,28.95,0.36,71.1,1.1,0.2,0.17,5.6,-0.07,5.1,1,no change,5.0
44865,27.6,28.86,0.5,84.2,2.13,0.52,1.55,53.9,0.77,17.4,1,no change,5.0
44866,28.0,28.59,0.78,82.5,1.05,0.4,0.15,5.5,-0.15,5.4,1,no change,4.0
44871,25.5,27.09,0.56,49.7,1.0,0.56,-0.67,14.4,-0.74,16.4,1,cooler,4.0
44872,27.1,29.19,0.56,54.0,1.1,0.42,0.01,5.0,-0.29,6.8,1,no change,5.0
44877,29.3,30.12,0.65,79.0,1.1,0.37,0.94,23.8,0.42,8.6,1,no change,4.0
44879,27.5,28.1,0.79,81.7,1.18,0.52,0.51,10.5,0.1,5.2,1,no change,6.0
44880,27.6,28.19,0.76,81.5,1.1,0.33,-0.2,5.8,-0.41,8.6,1,no change,5.0
44881,28.0,27.83,0.14,68.9,1.45,0.37,0.89,21.8,0.62,13.0,1,no change,6.0
44882,28.1,28.1,0.15,68.0,1.2,0.38,0.8,18.6,0.69,14.9,1,no change,5.0
44894,27.8,29.28,0.19,72.2,1.4,0.37,0.96,24.5,0.64,13.7,1,no change,4.0
44895,28.7,29.83,0.7,69.5,1.45,0.42,1.02,27.1,0.32,7.1,0,cooler,3.0
44896,28.8,29.35,0.65,68.8,1.1,0.41,0.65,13.9,0.17,5.6,1,no change,5.0
44898,28.7,29.47,0.53,85.8,1.0,0.59,1.13,31.9,0.78,17.8,1,cooler,4.0
44899,28.5,29.88,0.65,86.7,1.1,0.35,0.62,13.1,0.22,6.0,1,no change,5.0
44900,28.8,29.35,0.64,76.9,1.0,0.52,0.84,19.8,0.42,8.7,1,cooler,4.0
44901,28.6,29.56,0.45,76.8,1.0,0.4,0.65,14.0,0.35,7.5,1,cooler,4.0
44902,28.6,29.66,0.59,76.9,1.0,0.42,0.59,12.4,0.23,6.1,0,cooler,3.0
44903,29.7,30.63,0.89,67.4,1.0,0.52,1.13,32.0,0.5,10.3,1,cooler,5.0
44904,29.6,30.98,0.67,66.7,1.4,0.68,1.64,58.6,0.96,24.3,0,cooler,3.0
44908,29.6,30.16,0.69,73.1,1.1,0.26,0.68,14.8,0.12,5.3,1,no change,6.0
44909,29.5,30.5,0.52,73.2,1.1,0.36,1.08,29.7,0.55,11.3,1,no change,6.0
44914,28.5,30.6,0.58,77.2,1.1,0.61,1.24,37.2,0.79,18.0,0,cooler,4.0
44920,27.3,28.45,0.39,83.0,1.0,0.59,0.63,13.4,0.43,8.9,0,cooler,3.0
44921,28.5,27.16,0.35,78.5,1.25,0.41,0.7,15.2,0.35,7.5,1,no change,4.0
44923,28.5,28.66,0.1,78.2,1.1,0.59,1.38,44.6,1.38,44.6,1,warmer,3.0
44925,27.2,28.48,0.94,66.9,1.1,0.56,0.22,6.0,-0.17,5.6,1,no change,6.0
44927,27.6,29.15,0.87,85.5,1.1,0.8,1.1,30.4,0.7,15.2,1,no change,4.0
44928,27.8,28.75,0.92,85.1,1.1,0.42,0.22,6.0,-0.13,5.4,0,cooler,2.0
44932,25.9,24.66,0.46,59.7,1.1,0.76,0.1,5.2,-0.11,5.2,1,warmer,4.0
44946,28.8,29.11,0.87,83.8,1.0,0.4,0.41,8.5,0.04,5.0,1,no change,4.0
44949,26.9,27.39,0.11,68.9,1.8,0.61,1.19,34.7,0.81,18.7,1,no change,4.0
