,ta,tr,vel,rh,met,clo,pmv,ppd,pmv_ce,ppd_ce,thermal_acceptability,thermal_preference,thermal_comfort
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
0,22.3,22.95,0.03,61.0,1.706484641638225,0.95,0.5,10.2,0.38,8.0,1,cooler,4.0
1,23.0,24.13428571428572,0.08,59.0,1.1092150170648465,1.07,0.4,8.4,0.4,8.4,0,cooler,2.0
2,22.0,22.091428571428573,0.04,61.0,1.2116040955631395,0.88,-0.07,5.1,-0.07,5.1,1,no change,5.0
3,23.2,24.33030303030303,0.03,58.0,1.7747440273037542,0.59,0.31,7.0,0.14,5.4,1,no change,5.0
4,22.2,23.077142857142857,0.15,62.0,1.484641638225256,0.8300000000000001,0.05,5.0,-0.06,5.1,1,no change,5.0
5,21.2,21.04015151515152,0.15,65.0,1.501706484641638,0.6599999999999999,-0.56,11.6,-0.62,13.0,1,warmer,5.0
7,21.4,21.75909090909091,0.03,65.0,1.331058020477816,0.71,-0.32,7.1,-0.32,7.1,1,warmer,3.0
8,21.6,22.902857142857144,0.25,63.0,1.2627986348122866,1.1,0.01,5.0,-0.08,5.1,1,no change,6.0
9,21.3,20.928571428571427,0.05,64.0,1.4675767918088738,0.6799999999999999,-0.39,8.2,-0.37,7.8,0,cooler,3.0
10,21.8,22.93,0.13,57.0,1.331058020477816,1.1,0.2,5.8,0.15,5.4,1,warmer,5.0
12,22.8,23.63636363636364,0.15,53.0,1.621160409556314,0.6599999999999999,0.0,5.0,-0.19,5.7,1,no change,5.0
13,23.0,23.287121212121207,0.08,46.0,1.2969283276450512,0.95,0.18,5.7,0.19,5.8,1,no change,6.0
14,24.1,23.27142857142857,0.25,32.0,1.1092150170648465,1.05,0.06,5.1,-0.04,5.0,0,cooler,2.0
15,22.4,22.448571428571427,0.0899999999999999,36.0,1.1092150170648465,1.4199999999999997,0.37,7.9,0.37,7.9,1,no change,6.0
20,21.9,21.068571428571428,0.19,38.0,1.1092150170648465,1.1,-0.31,7.1,-0.32,7.1,1,no change,6.0
22,21.4,21.02142857142857,0.15,39.0,1.1092150170648465,1.03,-0.45,9.2,-0.41,8.4,1,no change,6.0
23,23.6,24.002857142857145,0.0899999999999999,33.0,1.0409556313993171,0.6,-0.6,12.6,-0.6,12.6,1,no change,6.0
25,24.1,23.893939393939387,0.18,34.0,1.2969283276450512,1.08,0.36,7.7,0.23,6.1,0,cooler,2.0
26,21.6,22.01857142857143,0.08,39.0,1.2627986348122866,1.1,-0.0,5.0,0.04,5.0,1,no change,3.0
27,22.6,21.9,0.13,34.0,1.0238907849829348,1.02,-0.37,7.9,-0.37,7.9,0,cooler,3.0
28,22.4,22.94848484848485,0.17,33.0,1.2969283276450512,0.93,-0.16,5.5,-0.22,6.0,1,no change,6.0
30,21.7,22.1,0.15,38.0,1.1092150170648465,1.4199999999999997,0.21,5.9,0.2,5.9,0,warmer,3.0
32,22.6,23.15142857142857,0.36,38.0,1.3993174061433449,1.1299999999999997,0.16,5.5,-0.05,5.0,1,no change,4.0
33,21.3,21.09621212121213,0.2,41.0,1.36518771331058,0.93,-0.38,8.1,-0.44,9.1,1,no change,6.0
35,20.7,20.697727272727267,0.05,49.0,1.36518771331058,0.89,-0.32,7.1,-0.26,6.4,1,warmer,5.0
38,24.1,23.31857142857143,0.12,37.0,1.1092150170648465,1.4199999999999997,0.62,13.0,0.63,13.2,1,no change,3.0
40,25.0,24.741428571428564,0.1,38.0,1.1604095563139931,0.6799999999999999,0.08,5.1,0.15,5.4,1,no change,3.0
42,20.0,21.04428571428572,0.03,51.0,1.1092150170648465,1.1,-0.26,6.4,-0.26,6.4,1,no change,6.0
45,24.2,24.18428571428572,0.07,42.0,1.1092150170648465,0.97,0.35,7.5,0.35,7.5,1,no change,6.0
46,24.4,24.35571428571428,0.12,42.0,1.348122866894198,0.82,0.27,6.5,0.19,5.7,1,no change,5.0
50,21.8,21.32424242424243,0.03,48.0,1.962457337883959,1.07,0.58,12.0,0.35,7.6,1,no change,5.0
51,22.6,22.90571428571428,0.24,45.0,1.0580204778156996,1.1,-0.15,5.4,-0.18,5.7,1,no change,6.0
52,23.4,22.946212121212124,0.16,29.0,1.2286689419795225,0.95,-0.08,5.1,-0.12,5.3,1,cooler,5.0
54,23.4,23.46,0.13,25.0,1.1092150170648465,1.08,0.08,5.1,0.11,5.2,0,warmer,1.0
55,23.4,24.1378787878788,0.14,25.0,1.5870307167235491,0.6,-0.13,5.3,-0.3,6.9,1,no change,4.0
56,23.0,23.205714285714283,0.2,24.0,1.1433447098976108,0.8300000000000001,-0.44,9.0,-0.45,9.2,1,no change,6.0
58,24.1,24.512121212121208,0.26,21.0,1.2627986348122866,0.93,0.04,5.0,-0.11,5.3,1,no change,6.0
59,23.0,23.08106060606061,0.06,37.0,1.4505119453924913,0.88,0.18,5.6,0.14,5.4,0,cooler,3.0
60,23.1,23.13030303030303,0.07,37.0,1.706484641638225,1.23,0.71,15.6,0.53,10.8,1,no change,6.0
61,23.1,22.67714285714285,0.02,37.0,1.1092150170648465,1.07,0.18,5.7,0.18,5.7,1,no change,6.0
62,21.5,22.04015151515152,0.07,39.0,1.3993174061433449,0.6899999999999998,-0.47,9.7,-0.44,9.1,1,cooler,4.0
64,23.1,23.31857142857143,0.06,37.0,1.0409556313993171,0.77,-0.36,7.7,-0.36,7.7,1,no change,4.0
66,23.3,27.10285714285715,0.01,35.0,1.006825938566553,1.1299999999999997,0.57,11.8,0.57,11.8,0,cooler,3.0
67,21.7,22.230303030303023,0.01,40.0,1.2969283276450512,1.02,0.1,5.2,0.1,5.2,1,no change,6.0
68,23.1,23.072727272727267,0.06,24.0,1.1604095563139931,0.8700000000000001,-0.09,5.2,-0.09,5.2,1,no change,6.0
70,23.3,23.81969696969697,0.0899999999999999,24.0,1.245733788395904,0.7799999999999999,-0.17,5.6,-0.12,5.3,0,cooler,5.0
72,21.6,23.507142857142853,0.06,26.0,1.2627986348122866,0.82,-0.27,6.6,-0.17,5.6,1,no change,6.0
73,21.1,21.87,0.04,26.0,1.1092150170648465,0.8700000000000001,-0.55,11.2,-0.55,11.2,1,no change,5.0
74,20.7,21.44571428571428,0.02,26.0,1.1092150170648465,1.4399999999999995,0.14,5.4,0.14,5.4,1,no change,6.0
75,21.0,21.80285714285715,0.04,30.0,1.0580204778156996,1.1299999999999997,-0.25,6.3,-0.25,6.3,1,warmer,5.0
78,20.7,21.44571428571428,0.02,32.0,1.1092150170648465,1.35,0.08,5.1,0.08,5.1,1,no change,6.0
83,23.6,23.722857142857148,0.11,43.0,1.075085324232082,1.12,0.3,6.8,0.3,6.8,1,no change,6.0
84,23.4,23.055714285714284,0.04,42.0,1.0452218430034128,0.8400000000000001,-0.17,5.6,-0.17,5.6,1,cooler,5.0
86,23.3,24.265714285714285,0.03,42.0,1.0303754266211609,1.11,0.32,7.1,0.32,7.1,1,cooler,3.0
87,24.3,25.275714285714283,0.02,41.0,1.414334470989761,1.01,0.71,15.7,0.75,16.9,0,cooler,3.0
88,23.3,24.222857142857144,0.03,42.0,1.6051194539249145,0.72,0.29,6.8,0.21,5.9,1,cooler,3.0
89,22.8,23.88,0.04,42.0,1.0303754266211609,1.02,0.09,5.2,0.09,5.2,0,cooler,3.0
90,22.4,24.14,0.04,43.0,1.1092150170648465,1.1,0.32,7.1,0.32,7.1,1,no change,6.0
91,21.0,21.04428571428572,0.06,48.0,1.3215017064846413,0.97,-0.19,5.8,-0.14,5.4,0,cooler,3.0
92,24.2,23.712857142857143,0.02,37.0,1.164675767918089,0.8500000000000001,0.25,6.3,0.25,6.3,1,no change,5.0
93,24.4,24.42142857142857,0.01,38.0,1.062286689419795,0.93,0.3,6.8,0.3,6.8,1,no change,6.0
95,24.0,24.850757575757576,0.02,37.0,1.1689419795221845,0.71,0.16,5.5,0.16,5.5,1,no change,5.0
96,24.0,24.111428571428576,0.04,38.0,1.2158703071672352,0.93,0.32,7.2,0.32,7.2,0,cooler,3.0
98,21.4,21.045714285714283,0.06,43.0,1.1092150170648465,0.99,-0.3,6.9,-0.3,6.9,1,no change,6.0
99,23.9,23.877142857142857,0.03,38.0,1.0303754266211609,0.97,0.15,5.5,0.15,5.5,1,cooler,3.0
101,23.9,24.45714285714285,0.01,38.0,1.1916382252559723,1.1,0.63,13.2,0.63,13.2,1,no change,6.0
102,25.1,24.89428571428572,0.03,36.0,1.3011945392491464,1.12,0.76,17.3,0.76,17.3,1,cooler,4.0
106,21.6,23.13857142857143,0.18,42.0,1.0238907849829348,1.09,-0.31,7.0,-0.27,6.5,1,no change,6.0
111,25.4,25.57571428571428,0.01,39.0,1.0196245733788396,0.63,0.06,5.1,0.06,5.1,1,cooler,5.0
112,24.4,24.231060606060613,0.32,41.0,1.36518771331058,0.6,-0.31,7.0,-0.48,9.8,1,no change,5.0
114,24.9,25.195714285714285,0.07,38.0,1.3225255972696244,0.8,0.42,8.7,0.42,8.7,1,cooler,5.0
117,24.8,25.05428571428572,0.07,39.0,1.3865187713310585,0.62,0.2,5.9,0.18,5.6,1,no change,6.0
119,24.8,24.31571428571429,0.05,39.0,1.2798634812286689,0.8300000000000001,0.36,7.7,0.36,7.7,1,no change,5.0
120,24.0,23.458571428571428,0.18,42.0,1.3187713310580205,0.97,0.24,6.2,0.12,5.3,0,cooler,2.0
121,24.1,24.79,0.1,49.0,1.36518771331058,0.6699999999999999,0.13,5.4,0.09,5.2,1,cooler,5.0
124,24.5,25.30909090909092,0.01,49.0,1.36518771331058,0.6,0.33,7.2,0.33,7.2,0,cooler,3.0
125,24.3,25.68428571428572,0.01,45.0,2.0211604095563143,0.6899999999999998,0.84,19.8,0.5,10.3,1,cooler,4.0
127,23.5,23.27714285714285,0.01,50.0,1.1092150170648465,0.76,-0.06,5.1,-0.06,5.1,1,no change,6.0
128,24.6,25.885714285714283,0.01,45.0,1.1092150170648465,0.74,0.38,8.0,0.38,8.0,1,no change,6.0
129,23.5,23.70428571428572,0.03,50.0,1.4186006825938564,0.63,0.04,5.0,0.1,5.2,1,cooler,3.0
130,25.3,25.814285714285724,0.01,50.0,1.0921501706484644,0.76,0.52,10.6,0.52,10.6,1,cooler,4.0
131,25.2,25.51571428571428,0.01,50.0,1.446245733788396,0.82,0.75,16.8,0.79,18.2,0,cooler,3.0
132,25.3,25.49428571428572,0.06,51.0,1.1305460750853242,0.6799999999999999,0.38,8.0,0.38,8.0,1,no change,6.0
133,24.7,25.96742424242424,0.07,52.0,1.36518771331058,0.71,0.48,9.7,0.45,9.3,0,cooler,3.0
134,24.8,25.612857142857145,0.04,51.0,1.0571672354948805,0.53,-0.06,5.1,-0.06,5.1,0,cooler,3.0
136,24.3,24.681428571428576,0.05,51.0,1.0921501706484644,0.92,0.45,9.2,0.45,9.2,1,no change,5.0
137,24.4,25.968571428571423,0.02,53.0,1.4334470989761092,0.74,0.6,12.5,0.64,13.7,1,no change,6.0
139,26.2,25.871428571428577,0.01,25.0,1.3931740614334471,0.76,0.66,14.2,0.66,14.2,1,cooler,4.0
140,26.0,25.775714285714283,0.12,29.0,1.207337883959044,0.76,0.37,7.9,0.34,7.4,1,cooler,5.0
141,23.9,25.62045454545456,0.12,44.0,1.36518771331058,0.6,0.01,5.0,-0.05,5.1,0,cooler,4.0
142,26.1,25.579999999999995,0.01,26.0,1.102901023890785,0.77,0.45,9.2,0.45,9.2,1,cooler,3.0
145,22.9,24.9,0.26,31.0,1.194539249146758,0.62,-0.66,14.2,-0.7,15.2,1,no change,6.0
147,25.6,26.09,0.06,28.0,1.1732081911262802,0.63,0.3,6.8,0.3,6.8,0,cooler,2.0
148,25.3,25.042857142857144,0.11,31.0,1.3865187713310585,0.92,0.55,11.4,0.43,8.9,1,no change,5.0
149,26.6,27.31571428571429,0.05,26.0,1.4783276450511942,0.74,0.84,20.0,0.73,16.3,1,no change,6.0
150,24.7,25.27571428571428,0.07,42.0,1.36518771331058,0.76,0.41,8.5,0.38,8.0,1,cooler,3.0
151,24.7,24.81857142857143,0.01,44.0,1.3887372013651875,0.76,0.49,9.9,0.49,9.9,1,no change,6.0
152,24.7,24.96,0.02,42.0,1.156143344709898,0.76,0.36,7.8,0.36,7.8,1,no change,6.0
153,23.4,25.396212121212123,0.04,47.0,1.36518771331058,0.71,0.25,6.3,0.32,7.1,0,cooler,3.0
154,24.5,25.44428571428572,0.06,43.0,1.0482935153583617,1.03,0.57,11.7,0.57,11.7,0,cooler,3.0
157,24.5,24.81142857142857,0.05,43.0,1.5358361774744025,0.88,0.62,13.0,0.52,10.6,1,warmer,5.0
159,21.2,22.44142857142857,0.08,51.0,1.1873720136518773,0.88,-0.24,6.2,-0.24,6.2,1,cooler,5.0
160,25.1,25.30428571428573,0.05,41.0,1.32679180887372,0.76,0.46,9.5,0.51,10.4,1,cooler,4.0
161,24.8,24.98857142857143,0.05,51.0,1.7918088737201363,0.74,0.74,16.6,0.49,10.1,1,no change,6.0
162,25.5,26.175,0.11,48.0,1.36518771331058,0.6,0.38,8.1,0.29,6.7,1,cooler,4.0
165,22.2,23.231428571428573,0.1,52.0,1.122013651877133,0.82,-0.25,6.3,-0.25,6.3,1,no change,5.0
166,25.4,25.758571428571432,0.03,48.0,1.612627986348123,0.8500000000000001,0.88,21.2,0.74,16.6,1,cooler,3.0
167,24.6,25.48857142857143,0.05,44.0,1.002559726962457,0.71,0.05,5.0,0.05,5.0,1,no change,5.0
168,24.6,24.197142857142858,0.02,54.0,1.1092150170648465,0.74,0.23,6.1,0.23,6.1,1,no change,6.0
169,24.2,24.17428571428572,0.05,52.0,1.6477815699658704,0.63,0.35,7.6,0.21,5.9,0,cooler,3.0
170,20.9,21.48857142857143,0.14,41.0,1.3822525597269628,0.8700000000000001,-0.42,8.7,-0.45,9.1,1,no change,4.0
175,21.1,22.27,0.2,39.0,1.164675767918089,1.07,-0.27,6.5,-0.29,6.7,1,no change,5.0
176,21.1,22.27,0.2,39.0,1.164675767918089,0.8500000000000001,-0.67,14.4,-0.64,13.5,1,no change,5.0
179,21.3,22.217142857142857,0.14,36.0,1.3187713310580205,0.93,-0.3,6.9,-0.32,7.2,1,no change,6.0
181,21.3,22.217142857142857,0.14,36.0,1.877133105802048,0.59,-0.29,6.8,-0.55,11.3,0,warmer,5.0
183,22.6,23.33857142857143,0.19,34.0,1.167747440273038,0.63,-0.79,18.3,-0.75,16.7,1,no change,5.0
184,22.6,23.33857142857143,0.19,34.0,1.3215017064846413,0.71,-0.46,9.4,-0.51,10.4,1,no change,5.0
186,23.2,24.437142857142856,0.39,32.0,1.1092150170648465,0.6799999999999999,-0.87,21.1,-0.89,21.8,1,no change,5.0
188,23.3,24.008571428571432,0.29,32.0,1.164675767918089,0.6799999999999999,-0.63,13.5,-0.66,14.3,1,no change,5.0
189,23.3,24.008571428571432,0.29,32.0,1.7918088737201363,0.54,-0.15,5.5,-0.51,10.4,0,cooler,3.0
190,23.1,23.952857142857145,0.08,33.0,1.706484641638225,0.57,-0.01,5.0,-0.2,5.8,1,no change,5.0
192,23.1,23.952857142857145,0.08,33.0,1.164675767918089,0.44,-0.82,19.1,-0.82,19.1,1,no change,4.0
196,21.8,22.12857142857143,0.14,33.0,1.634982935153584,0.7,-0.28,6.6,-0.43,8.8,1,no change,5.0
197,21.2,21.62428571428572,0.17,34.0,1.164675767918089,1.04,-0.35,7.6,-0.35,7.5,1,no change,4.0
199,21.1,21.45,0.13,39.0,1.4761092150170645,0.76,-0.47,9.6,-0.52,10.7,1,no change,5.0
200,21.1,21.45,0.13,39.0,1.7918088737201363,1.4399999999999995,0.61,12.8,0.4,8.3,1,no change,4.0
202,21.9,21.22,0.16,33.0,1.2095563139931738,0.99,-0.39,8.2,-0.4,8.3,0,warmer,4.0
203,20.8,21.72714285714285,0.14,34.0,1.7022184300341296,1.1299999999999997,0.22,6.0,0.04,5.0,1,no change,4.0
205,22.7,22.95428571428572,0.13,41.0,1.6552901023890785,0.57,-0.24,6.1,-0.41,8.5,0,warmer,2.0
206,22.7,22.91,0.18,41.0,1.238907849829351,1.23,0.25,6.3,0.16,5.6,1,warmer,6.0
210,22.6,22.652857142857147,0.18,40.0,1.204948805460751,1.22,0.16,5.5,0.1,5.2,0,warmer,3.0
212,22.6,22.99714285714285,0.21,41.0,1.2201365187713311,0.91,-0.25,6.3,-0.3,6.9,0,cooler,4.0
214,22.7,23.112857142857152,0.16,40.0,1.4783276450511942,0.82,-0.02,5.0,-0.15,5.4,1,no change,5.0
215,22.7,23.112857142857152,0.16,40.0,1.1092150170648465,1.1299999999999997,0.08,5.1,0.08,5.1,1,no change,4.0
216,22.1,22.107142857142858,0.19,41.0,1.496245733788396,0.6599999999999999,-0.49,10.0,-0.59,12.3,1,no change,6.0
218,21.8,22.127142857142857,0.12,43.0,1.2201365187713311,0.95,-0.26,6.4,-0.23,6.1,0,warmer,4.0
219,21.8,22.127142857142857,0.12,43.0,1.548634812286689,0.95,0.08,5.1,-0.04,5.0,1,warmer,5.0
220,21.8,22.127142857142857,0.12,43.0,1.962457337883959,0.52,-0.22,6.0,-0.52,10.6,1,no change,5.0
222,20.9,21.35714285714285,0.14,42.0,1.877133105802048,0.62,-0.34,7.4,-0.58,12.0,1,no change,6.0
223,21.5,22.04,0.13,44.0,1.4334470989761092,0.92,-0.12,5.3,-0.19,5.7,0,warmer,3.0
225,21.9,22.31,0.16,43.0,1.3281569965870308,0.62,-0.78,17.7,-0.77,17.4,0,warmer,5.0
226,21.9,22.3439393939394,0.16,43.0,1.1774744027303754,0.75,-0.62,13.0,-0.57,11.9,0,warmer,4.0
227,22.3,22.59772727272727,0.17,42.0,1.2372013651877132,1.04,-0.06,5.1,-0.11,5.2,1,warmer,5.0
230,22.3,22.59772727272727,0.17,42.0,1.4163822525597267,0.57,-0.69,14.9,-0.73,16.2,0,warmer,2.0
231,22.3,22.59772727272727,0.17,42.0,1.2627986348122866,0.71,-0.6,12.5,-0.59,12.2,1,no change,6.0
232,22.2,22.307142857142853,0.16,41.0,1.3215017064846413,0.6799999999999999,-0.61,12.8,-0.61,12.9,1,no change,6.0
234,22.2,22.307142857142853,0.16,41.0,1.2585324232081911,0.6899999999999998,-0.69,14.9,-0.66,14.1,1,no change,4.0
236,22.4,22.722857142857144,0.18,40.0,1.2627986348122866,0.62,-0.8,18.6,-0.78,17.8,1,cooler,4.0
238,22.4,22.722857142857144,0.18,40.0,1.1092150170648465,0.7799999999999999,-0.63,13.3,-0.58,12.1,0,cooler,2.0
239,22.4,22.722857142857144,0.18,40.0,1.6472696245733789,0.41,-0.75,16.7,-0.89,21.6,1,no change,5.0
241,23.3,23.588571428571427,0.22,38.0,1.1988054607508534,0.74,-0.35,7.5,-0.39,8.2,1,no change,6.0
242,23.3,23.588571428571427,0.22,38.0,1.2585324232081911,1.3,0.42,8.7,0.29,6.7,1,no change,5.0
244,23.3,23.588571428571427,0.22,38.0,1.2201365187713311,0.74,-0.42,8.6,-0.46,9.4,1,no change,4.0
246,23.5,23.88142857142857,0.1,36.0,1.1732081911262802,1.07,0.33,7.2,0.36,7.7,1,no change,5.0
247,23.5,23.88142857142857,0.1,36.0,1.2436860068259386,0.96,0.18,5.7,0.18,5.7,1,no change,3.0
248,23.5,23.88142857142857,0.1,36.0,1.7926621160409557,0.71,0.32,7.2,0.06,5.1,1,no change,4.0
338,23.8,23.8,0.26,57.0,1.706484641638225,0.35,-0.46,9.3,-0.72,15.9,1,no change,6.0
339,23.5,23.5,0.08,56.0,1.706484641638225,0.95,0.62,13.1,0.43,8.8,0,warmer,2.0
340,25.0,25.0,0.18,58.0,1.2286689419795225,0.54,-0.14,5.4,-0.2,5.8,0,cooler,3.0
341,24.2,24.2,0.24,58.0,1.006825938566553,0.73,-0.43,8.8,-0.41,8.5,1,warmer,3.0
342,23.0,23.0,0.15,58.0,1.706484641638225,0.62,0.02,5.0,-0.2,5.8,1,cooler,5.0
345,25.0,25.0,0.25,63.0,1.6552901023890785,0.57,0.35,7.6,0.02,5.0,1,no change,3.0
346,25.5,25.5,0.25,56.0,1.706484641638225,0.48,0.35,7.6,-0.04,5.0,1,cooler,5.0
347,25.4,25.4,0.08,57.0,1.877133105802048,0.42,0.54,11.0,0.18,5.7,1,no change,5.0
348,23.2,24.35285714285715,0.35,67.0,1.0409556313993171,0.6699999999999999,-0.81,18.8,-0.78,17.8,1,no change,5.0
349,23.3,23.3,0.0899999999999999,60.0,1.0238907849829348,0.65,-0.48,9.8,-0.48,9.8,1,no change,5.0
353,25.0,25.468939393939387,0.23,52.0,1.7918088737201363,0.39,0.16,5.5,-0.26,6.4,1,no change,5.0
355,22.5,23.96363636363636,0.14,59.0,1.4505119453924913,0.48,-0.52,10.7,-0.59,12.3,1,warmer,3.0
357,24.8,25.07,0.19,62.0,1.0921501706484644,0.75,0.13,5.4,0.1,5.2,0,cooler,3.0
359,22.5,23.11515151515152,0.17,59.0,1.4675767918088738,0.6,-0.37,7.9,-0.47,9.6,1,no change,5.0
361,23.4,23.498484848484846,0.22,68.0,1.245733788395904,0.57,-0.57,11.8,-0.58,12.0,1,no change,6.0
363,21.9,22.557142857142853,0.12,70.0,1.0238907849829348,1.12,0.02,5.0,0.02,5.0,0,warmer,1.0
364,21.9,23.357575757575763,0.46,73.0,1.2286689419795225,0.9,-0.39,8.2,-0.5,10.3,0,warmer,1.0
367,22.5,23.257142857142856,0.25,66.0,1.006825938566553,0.7899999999999999,-0.73,16.3,-0.67,14.4,1,no change,6.0
369,22.1,22.986363636363627,0.26,72.0,1.4163822525597267,0.57,-0.66,14.2,-0.74,16.7,0,warmer,5.0
387,22.4,22.83142857142857,0.06,35.0,1.1092150170648465,0.71,-0.49,9.9,-0.49,9.9,1,no change,5.0
388,22.4,22.258571428571432,0.03,32.0,1.0238907849829348,1.4399999999999995,0.28,6.6,0.28,6.6,1,no change,6.0
389,22.9,23.51142857142857,0.07,27.0,1.1092150170648465,0.97,0.0,5.0,0.0,5.0,1,no change,6.0
394,22.3,22.76136363636364,0.25,28.0,1.245733788395904,1.02,-0.23,6.1,-0.31,7.0,1,no change,6.0
396,23.1,23.73571428571428,0.06,42.0,1.36518771331058,0.57,-0.28,6.6,-0.22,6.0,1,no change,2.0
397,23.0,23.37,0.11,42.0,1.3225255972696244,0.81,-0.06,5.1,-0.08,5.1,1,no change,2.0
398,23.7,23.84428571428572,0.02,41.0,1.159129692832764,0.76,0.08,5.1,0.08,5.1,1,no change,2.0
399,23.4,24.00571428571428,0.07,40.0,1.122013651877133,0.52,-0.55,11.4,-0.55,11.4,1,no change,1.0
402,23.6,23.78714285714285,0.07,40.0,1.1518771331058022,0.46,-0.64,13.7,-0.64,13.7,1,no change,3.0
403,22.9,23.077142857142857,0.06,43.0,1.2372013651877132,0.88,0.02,5.0,0.02,5.0,1,no change,2.0
404,22.9,23.867142857142856,0.14,41.0,1.1092150170648465,0.99,0.02,5.0,0.05,5.1,1,no change,1.0
405,25.2,25.32857142857144,0.3299999999999999,37.0,1.501706484641638,0.62,0.13,5.4,-0.18,5.7,0,cooler,5.0
406,25.1,24.708571428571428,0.1,37.0,2.6160409556314,0.51,1.1,30.5,0.22,6.0,1,no change,2.0
407,25.2,25.32857142857144,0.3299999999999999,37.0,1.3225255972696244,0.46,-0.45,9.2,-0.61,12.8,1,no change,1.0
408,22.7,24.585714285714285,0.21,46.0,1.706484641638225,0.52,-0.2,5.9,-0.48,9.8,1,cooler,2.0
409,26.2,26.01285714285716,0.05,38.0,1.1518771331058022,0.61,0.43,8.8,0.43,8.8,1,cooler,2.0
410,24.0,24.12571428571428,0.05,41.0,1.407849829351536,0.8300000000000001,0.34,7.4,0.33,7.3,1,no change,2.0
411,23.9,23.73857142857143,0.07,41.0,1.1092150170648465,0.4300000000000001,-0.73,16.3,-0.73,16.3,1,no change,1.0
413,23.8,23.58571428571428,0.07,43.0,1.1092150170648465,0.64,-0.29,6.8,-0.29,6.8,1,no change,1.0
414,26.3,26.02142857142858,0.06,37.0,1.1732081911262802,0.6899999999999998,0.54,11.2,0.54,11.2,1,no change,1.0
415,23.9,23.73857142857143,0.07,41.0,1.3890784982935156,0.4,-0.49,10.0,-0.45,9.2,1,cooler,3.0
416,23.4,24.028571428571425,0.1,46.0,1.36518771331058,0.35,-0.75,16.9,-0.72,15.9,0,warmer,3.0
421,23.2,24.215714285714284,0.16,50.0,1.4313139931740613,0.57,-0.28,6.6,-0.38,8.0,1,no change,1.0
422,24.8,25.19857142857143,0.03,37.0,1.194539249146758,0.6799999999999999,0.31,7.0,0.31,7.0,1,no change,3.0
424,24.8,24.83863636363636,0.0899999999999999,34.0,1.331058020477816,0.41,-0.32,7.2,-0.3,6.8,1,cooler,4.0
425,23.0,24.028030303030302,0.19,38.0,1.706484641638225,0.54,-0.17,5.6,-0.44,9.0,1,no change,2.0
427,24.4,24.62377142857143,0.03,32.0,1.1774744027303754,0.75,0.23,6.1,0.23,6.1,1,no change,1.0
429,22.6,23.67348484848485,0.21,40.0,1.501706484641638,0.54,-0.54,11.1,-0.67,14.6,1,no change,1.0
430,22.8,23.592857142857145,0.2,39.0,1.245733788395904,0.57,-0.82,19.3,-0.81,18.8,1,no change,1.0
431,24.2,24.35,0.17,33.0,1.1092150170648465,0.74,-0.24,6.2,-0.23,6.1,1,no change,1.0
433,22.3,23.621428571428577,0.19,42.0,1.245733788395904,0.64,-0.7,15.4,-0.7,15.4,1,no change,1.0
435,24.8,25.59696969696969,0.1,36.0,1.3993174061433449,0.54,0.08,5.1,0.0,5.0,0,cooler,4.0
436,25.7,26.63,0.08,37.0,1.1092150170648465,0.8300000000000001,0.61,12.9,0.61,12.9,1,no change,1.0
437,25.3,25.17714285714285,0.0899999999999999,36.0,1.1774744027303754,0.74,0.3,6.9,0.36,7.8,1,warmer,1.0
438,25.4,25.84469696969697,0.01,47.0,1.621160409556314,0.6599999999999999,0.72,15.8,0.62,13.0,0,warmer,5.0
440,22.7,24.05,0.15,52.0,1.706484641638225,0.48,-0.23,6.1,-0.46,9.4,1,no change,1.0
443,26.2,26.04857142857143,0.24,44.0,1.1774744027303754,0.74,0.43,8.9,0.25,6.3,1,no change,1.0
444,25.4,25.393939393939387,0.08,44.0,1.4334470989761092,0.32,-0.13,5.3,-0.16,5.5,0,cooler,4.0
445,25.5,25.27727272727273,0.06,45.0,1.1092150170648465,0.59,0.17,5.6,0.17,5.6,1,no change,1.0
448,24.5,25.46136363636363,0.24,45.0,1.5720989761092152,0.48,-0.05,5.0,-0.33,7.2,1,no change,1.0
449,24.5,24.76893939393938,0.12,53.0,1.407849829351536,0.54,0.01,5.0,-0.07,5.1,1,no change,1.0
451,26.5,26.72727272727273,0.03,43.0,1.1092150170648465,0.65,0.65,14.0,0.65,14.0,0,cooler,4.0
452,24.7,25.15909090909092,0.04,44.0,1.164675767918089,0.74,0.37,7.9,0.37,7.9,1,no change,2.0
453,25.3,25.60378787878788,0.25,47.0,1.0238907849829348,0.8300000000000001,0.12,5.3,0.05,5.0,1,no change,1.0
454,25.4,25.59393939393939,0.02,52.0,1.643558020477816,0.4,0.39,8.1,0.28,6.6,0,cooler,4.0
455,23.8,24.243939393939385,0.08,34.0,1.36518771331058,0.57,-0.2,5.8,-0.19,5.8,1,no change,3.0
456,24.0,24.045454545454543,0.05,34.0,1.1092150170648465,0.52,-0.47,9.6,-0.47,9.6,0,warmer,5.0
457,24.3,24.35378787878788,0.1,34.0,1.1518771331058022,0.44,-0.63,13.4,-0.51,10.4,1,warmer,2.0
458,23.9,24.296212121212125,0.05,36.0,1.2436006825938564,0.7899999999999999,0.14,5.4,0.14,5.4,1,no change,3.0
459,22.8,23.35681818181819,0.12,40.0,1.2585324232081911,0.54,-0.73,16.1,-0.67,14.3,1,no change,2.0
