,ta,tr,vel,rh,met,clo,pmv,ppd,pmv_ce,ppd_ce,thermal_acceptability,thermal_preference,thermal_comfort
6779,24.38,24.739999999999995,0.1,56.0,1.1918088737201364,0.35,-0.57,11.8,-0.44,9.1,0,cooler,4.0
6780,24.969999999999995,25.09,0.16,57.0,1.2663822525597268,0.4,-0.38,7.9,-0.38,8.1,0,cooler,3.0
6781,23.510000000000005,23.61,0.18,59.0,1.4897610921501698,0.3299999999999999,-0.77,17.4,-0.84,19.9,1,no change,6.0
6783,23.52,24.12,0.16,61.0,1.3209897610921502,0.53,-0.39,8.2,-0.42,8.7,1,no change,5.0
6784,24.16,24.7,0.15,59.0,1.589078498293515,0.41,-0.13,5.4,-0.32,7.2,1,cooler,5.0
6785,24.579999999999995,25.04,0.13,58.0,1.3656996587030714,0.36,-0.36,7.6,-0.39,8.2,1,cooler,5.0
6787,23.78,24.29,0.17,61.0,1.6883959044368604,0.45,-0.07,5.1,-0.32,7.1,1,no change,6.0
6788,24.469999999999995,24.93,0.12,58.0,1.241467576791809,0.38,-0.49,9.9,-0.42,8.7,0,cooler,4.0
6789,24.11,24.3,0.13,59.0,1.390443686006826,0.4300000000000001,-0.34,7.4,-0.38,8.0,1,warmer,5.0
6790,24.1,24.35,0.12,59.0,1.4151877133105804,0.2800000000000001,-0.67,14.3,-0.68,14.7,1,no change,5.0
6791,24.9,24.91,0.13,60.0,1.4897610921501698,0.51,0.16,5.5,0.01,5.0,1,no change,4.0
6792,24.14,24.57,0.24,60.0,1.4897610921501698,0.29,-0.73,16.3,-0.86,20.4,1,no change,6.0
6793,25.579999999999995,25.829999999999995,0.13,56.0,1.2911262798634808,0.3299999999999999,-0.21,5.9,-0.22,6.0,1,no change,5.0
6796,24.22,24.739999999999995,0.12,60.0,1.241467576791809,0.32,-0.71,15.7,-0.63,13.4,1,cooler,4.0
6798,24.64,25.09,0.15,60.0,1.7877133105802048,0.42,0.23,6.1,-0.11,5.2,1,cooler,4.0
6799,25.16,25.670000000000005,0.15,57.0,1.76296928327645,0.2800000000000001,0.07,5.1,-0.28,6.6,0,cooler,5.0
6801,24.96,25.37,0.1,58.0,1.3407849829351537,0.27,-0.41,8.5,-0.38,8.1,1,no change,5.0
6803,25.38,25.82,0.12,57.0,1.6636518771331057,0.37,0.26,6.4,-0.01,5.0,1,no change,5.0
6804,25.38,25.77,0.13,56.0,1.1918088737201364,0.27,-0.51,10.5,-0.43,8.9,1,cooler,5.0
6807,25.23,25.57,0.14,59.0,1.1918088737201364,0.38,-0.28,6.6,-0.24,6.2,1,warmer,6.0
6808,24.69,24.93,0.13,61.0,1.3656996587030714,0.38,-0.28,6.6,-0.32,7.1,1,no change,5.0
6809,24.94,25.36,0.11,60.0,1.3160409556313997,0.44,-0.06,5.1,-0.07,5.1,0,cooler,3.0
6810,25.41,25.76,0.1,59.0,1.4897610921501698,0.4900000000000001,0.34,7.5,0.2,5.9,1,no change,5.0
6811,24.84,25.22,0.14,60.0,1.390443686006826,0.47,-0.01,5.0,-0.1,5.2,0,cooler,3.0
6812,25.23,25.68,0.24,59.0,1.390443686006826,0.6799999999999999,0.36,7.7,0.13,5.4,1,cooler,5.0
6813,25.11,25.78,0.22,57.0,1.4897610921501698,0.35,-0.18,5.7,-0.39,8.2,1,no change,5.0
6814,24.46,24.9,0.21,61.0,1.1421501706484645,0.41,-0.73,16.2,-0.67,14.6,1,no change,6.0
6815,24.829999999999995,25.15,0.11,59.0,1.2911262798634808,0.38,-0.28,6.6,-0.24,6.2,1,no change,5.0
6816,24.68,25.05,0.17,61.0,1.3656996587030714,0.31,-0.53,10.9,-0.59,12.2,1,no change,6.0
6817,24.79,24.88,0.1,61.0,1.3407849829351537,0.5,0.02,5.0,0.0,5.0,0,cooler,2.0
6818,24.63,24.85,0.11,61.0,1.4897610921501698,0.4900000000000001,0.1,5.2,-0.01,5.0,1,no change,6.0
6819,25.010000000000005,25.27,0.11,59.0,1.241467576791809,0.3399999999999999,-0.38,8.0,-0.31,7.0,0,cooler,3.0
6820,25.25,25.52,0.1,60.0,1.3656996587030714,0.52,0.23,6.1,0.17,5.6,1,no change,4.0
6821,24.31,24.45,0.15,61.0,1.2911262798634808,0.92,0.44,9.0,0.35,7.5,1,cooler,5.0
6822,24.23,24.0,0.15,59.0,1.2663822525597268,0.47,-0.47,9.7,-0.46,9.3,0,warmer,5.0
6823,25.32,25.7,0.13,59.0,1.6883959044368604,0.63,0.65,14.0,0.36,7.7,1,cooler,4.0
6824,24.969999999999995,25.4,0.17,60.0,1.440102389078498,0.51,0.12,5.3,-0.04,5.0,0,cooler,3.0
6826,25.15,25.48999999999999,0.11,59.0,1.6387372013651875,0.52,0.43,8.9,0.2,5.8,0,cooler,3.0
6827,25.32,25.62,0.11,59.0,1.2911262798634808,0.3000000000000001,-0.3,6.9,-0.26,6.5,1,no change,6.0
6828,25.13,25.46,0.1,59.0,1.1918088737201364,0.35,-0.28,6.6,-0.18,5.7,0,cooler,3.0
6829,24.87,25.35,0.12,60.0,1.7877133105802048,0.62,0.63,13.3,0.31,7.0,0,cooler,3.0
6830,25.34,25.66,0.22,59.0,1.4897610921501698,0.4900000000000001,0.17,5.6,-0.07,5.1,1,cooler,5.0
6831,24.89,25.25,0.15,60.0,1.3656996587030714,0.57,0.14,5.4,0.03,5.0,1,cooler,4.0
6832,24.98,25.239999999999995,0.24,60.0,1.3209897610921502,0.4900000000000001,-0.18,5.7,-0.3,6.9,1,no change,3.0
6834,25.37,25.63,0.13,64.0,1.1918088737201364,0.38,-0.18,5.7,-0.14,5.4,0,cooler,3.0
6838,25.829999999999995,26.15,0.1,63.0,1.1918088737201364,0.29,-0.14,5.4,-0.04,5.0,0,cooler,3.0
6842,21.62,22.02,0.17,57.0,1.3209897610921502,0.6599999999999999,-0.72,15.8,-0.71,15.7,1,no change,4.0
6843,22.92,23.34,0.11,50.0,1.440102389078498,0.35,-0.83,19.7,-0.84,19.8,0,warmer,3.0
6844,22.469999999999995,22.969999999999995,0.19,51.0,1.589078498293515,0.45,-0.65,13.8,-0.78,17.9,1,warmer,3.0
6848,23.82,24.010000000000005,0.15,48.0,1.3656996587030714,0.47,-0.48,9.7,-0.51,10.5,1,no change,6.0
6849,23.78,24.05,0.1,48.0,1.241467576791809,0.5800000000000001,-0.3,6.9,-0.24,6.2,1,no change,4.0
6850,22.82,23.11,0.1,47.0,1.440102389078498,0.4300000000000001,-0.67,14.4,-0.67,14.6,1,no change,5.0
6855,22.670000000000005,22.829999999999995,0.1,51.0,1.7380546075085324,0.5,-0.21,5.9,-0.4,8.3,0,warmer,3.0
6858,22.79,23.1,0.11,51.0,1.4897610921501698,0.56,-0.33,7.3,-0.4,8.3,1,no change,3.0
6859,22.87,23.239999999999995,0.1,46.0,1.241467576791809,0.89,-0.01,5.0,0.02,5.0,0,warmer,3.0
6861,22.86,23.31,0.1,46.0,1.2911262798634808,0.45,-0.8,18.4,-0.72,16.0,1,no change,6.0
6862,22.31,22.48999999999999,0.21,47.0,1.6387372013651875,0.57,-0.43,8.8,-0.61,12.8,1,no change,6.0
6866,22.96,23.09,0.1,51.0,1.241467576791809,0.48,-0.78,17.7,-0.67,14.6,1,no change,4.0
6867,21.89,22.53,0.23,50.0,1.4897610921501698,0.63,-0.57,11.7,-0.68,14.8,1,no change,5.0
6872,24.42,24.78,0.15,45.0,1.3209897610921502,0.51,-0.26,6.4,-0.31,7.0,0,cooler,2.0
6875,22.98999999999999,23.16,0.1,48.0,1.0428327645051196,0.59,-0.79,18.1,-0.79,18.1,1,no change,6.0
6876,23.16,23.35,0.1,47.0,1.589078498293515,0.5,-0.25,6.3,-0.37,7.9,1,cooler,5.0
6877,23.41,23.579999999999995,0.12,46.0,1.4897610921501698,0.3299999999999999,-0.74,16.4,-0.78,17.9,1,no change,5.0
6878,21.43,21.68,0.1,50.0,1.5394197952218427,0.6,-0.54,11.1,-0.59,12.4,0,warmer,5.0
6879,22.21,22.46,0.12,48.0,1.589078498293515,0.42,-0.72,15.9,-0.8,18.5,1,warmer,4.0
6880,24.94,25.21,0.22,44.0,1.2911262798634808,0.5,-0.29,6.7,-0.38,8.0,1,no change,5.0
6881,24.6,25.64,0.13,44.0,1.2911262798634808,0.37,-0.43,8.9,-0.43,8.8,0,warmer,5.0
6882,24.16,24.38,0.1,45.0,1.390443686006826,0.42,-0.36,7.7,-0.38,7.9,1,warmer,5.0
6883,22.93,23.010000000000005,0.14,47.0,1.390443686006826,0.5,-0.64,13.7,-0.66,14.1,1,no change,6.0
6885,23.31,23.469999999999995,0.1,46.0,1.9863481228668944,0.38,-0.07,5.1,-0.43,8.8,1,no change,5.0
6886,23.35,23.62,0.17,45.0,2.582252559726962,0.3299999999999999,0.35,7.5,-0.5,10.3,1,no change,6.0
6887,23.26,23.4,0.16,46.0,1.6883959044368604,0.45,-0.31,7.1,-0.53,10.8,1,no change,5.0
6888,22.91,23.4,0.12,46.0,1.7877133105802048,0.44,-0.24,6.2,-0.48,9.8,1,cooler,4.0
6889,23.329999999999995,23.55,0.12,48.0,1.7380546075085324,0.6699999999999999,0.21,5.9,-0.03,5.0,1,no change,5.0
6890,23.46,23.82,0.1,49.0,1.241467576791809,0.4900000000000001,-0.57,11.9,-0.48,9.9,0,no change,4.0
6891,24.14,24.21,0.16,47.0,1.1918088737201364,0.35,-0.95,24.1,-0.87,20.8,0,cooler,4.0
6892,23.35,23.469999999999995,0.13,49.0,1.390443686006826,0.5,-0.48,9.9,-0.51,10.4,1,warmer,5.0
6893,24.42,24.59,0.12,47.0,1.241467576791809,0.36,-0.67,14.4,-0.59,12.3,1,cooler,3.0
6895,22.239999999999995,22.35,0.12,50.0,1.8870307167235496,0.6599999999999999,0.08,5.1,-0.2,5.8,1,no change,6.0
6897,22.26,22.510000000000005,0.13,48.0,1.241467576791809,0.8600000000000001,-0.26,6.4,-0.25,6.3,0,warmer,2.0
6898,22.170000000000005,22.64,0.13,48.0,1.2911262798634808,0.82,-0.27,6.5,-0.27,6.5,1,no change,4.0
6902,21.79,22.04,0.1,48.0,1.1421501706484645,0.72,-0.64,13.7,-0.53,10.9,0,warmer,5.0
6904,23.09,23.48999999999999,0.2,51.0,1.589078498293515,0.35,-0.75,16.8,-0.88,21.4,1,warmer,5.0
6905,23.48999999999999,23.9,0.16,50.0,1.3656996587030714,0.36,-0.85,20.4,-0.85,20.4,1,warmer,5.0
6906,22.8,23.26,0.16,51.0,1.4897610921501698,0.38,-0.82,19.2,-0.88,21.3,1,cooler,5.0
6907,22.03,22.56,0.18,52.0,1.4897610921501698,0.8300000000000001,-0.1,5.2,-0.22,6.0,1,no change,6.0
6908,23.07,23.239999999999995,0.1,50.0,1.7877133105802048,0.47,-0.12,5.3,-0.35,7.6,1,cooler,5.0
6910,24.7,24.84,0.14,44.0,1.9863481228668944,0.44,0.37,7.8,-0.1,5.2,1,no change,5.0
6911,23.8,24.18,0.17,45.0,1.0428327645051196,0.63,-0.63,13.2,-0.54,11.2,0,warmer,4.0
6913,23.68,23.85,0.1,46.0,1.7877133105802048,0.7,0.38,8.0,0.12,5.3,1,no change,5.0
6915,22.38,22.63,0.18,51.0,1.4897610921501698,0.61,-0.44,9.1,-0.55,11.3,1,no change,4.0
6916,23.09,23.85,0.3399999999999999,50.0,1.5145051194539252,0.45,-0.74,16.5,-0.9,22.1,0,warmer,3.0
6917,23.88,24.34,0.18,48.0,1.166894197952218,0.4900000000000001,-0.68,14.6,-0.63,13.2,1,cooler,5.0
6918,23.329999999999995,23.329999999999995,0.15,49.0,1.589078498293515,0.42,-0.46,9.5,-0.6,12.6,1,no change,5.0
6919,23.73,23.85,0.17,48.0,1.3407849829351537,0.38,-0.82,19.3,-0.82,19.3,1,no change,5.0
6920,24.239999999999995,24.43,0.1,51.0,1.4897610921501698,0.3299999999999999,-0.39,8.2,-0.46,9.4,0,cooler,3.0
6922,23.81,23.96,0.1,51.0,1.5394197952218427,0.32,-0.5,10.3,-0.58,12.1,0,cooler,5.0
6923,23.329999999999995,23.64,0.11,50.0,1.4897610921501698,0.36,-0.62,13.1,-0.67,14.4,1,cooler,5.0
6925,23.19,23.4,0.16,50.0,1.589078498293515,0.3299999999999999,-0.73,16.2,-0.84,20.0,1,no change,5.0
6926,23.23,23.45,0.1,53.0,1.3209897610921502,0.37,-0.83,19.5,-0.76,17.2,1,no change,5.0
6936,23.86,24.21,0.11,52.0,1.3407849829351537,0.31,-0.77,17.5,-0.73,16.2,1,warmer,5.0
6938,22.579999999999995,23.22,0.16,64.0,1.6636518771331057,0.48,-0.33,7.3,-0.52,10.6,1,no change,6.0
6941,23.36,23.62,0.15,49.0,1.0924914675767918,0.72,-0.4,8.3,-0.34,7.3,1,cooler,5.0
6943,24.510000000000005,24.96,0.14,52.0,1.5145051194539252,0.5,0.04,5.0,-0.13,5.3,1,no change,6.0
6945,23.54,23.81,0.14,55.0,1.241467576791809,0.61,-0.35,7.6,-0.34,7.3,1,no change,5.0
6946,23.94,24.34,0.12,52.0,1.76296928327645,0.3299999999999999,-0.19,5.8,-0.45,9.2,0,cooler,2.0
6947,23.22,23.91,0.16,50.0,1.3407849829351537,0.4300000000000001,-0.75,17.0,-0.76,17.1,1,no change,6.0
6949,23.53,24.09,0.1,49.0,1.3209897610921502,0.36,-0.73,16.3,-0.68,14.6,1,no change,6.0
6950,23.28,23.42,0.13,49.0,1.390443686006826,0.35,-0.88,21.3,-0.87,20.8,1,no change,5.0
6951,24.71,25.03,0.11,50.0,1.1421501706484645,0.3399999999999999,-0.65,13.8,-0.5,10.3,1,cooler,6.0
6952,24.31,24.8,0.15,51.0,1.4650170648464165,0.45,-0.19,5.8,-0.32,7.1,1,cooler,5.0
6953,24.72,25.22,0.22,52.0,1.241467576791809,0.45,-0.48,9.7,-0.52,10.7,1,cooler,5.0
6954,24.18,24.82,0.13,53.0,1.241467576791809,0.2800000000000001,-0.91,22.5,-0.83,19.4,1,no change,5.0
6957,24.7,24.0,0.0899999999999999,33.0,1.5,0.5,-0.08,5.1,-0.18,5.7,1,no change,4.0
6958,24.3,23.5,0.0899999999999999,33.900000000000006,1.1,0.6,-0.45,9.2,-0.45,9.2,1,no change,6.0
6959,24.1,23.3,0.1,34.30000000000001,1.2,1.1,0.4,8.4,0.41,8.5,1,warmer,3.0
6960,23.8,23.0,0.13,35.1,1.0,1.2,0.14,5.4,0.14,5.4,1,warmer,4.0
6962,23.6,23.0,0.0899999999999999,35.400000000000006,1.6,0.7,0.09,5.2,-0.05,5.1,1,no change,6.0
6963,23.7,22.8,0.11,35.1,1.3999999999999997,0.5,-0.52,10.7,-0.53,10.9,1,no change,5.0
6964,23.7,23.2,0.13,36.0,1.0,1.1,0.03,5.0,0.03,5.0,1,cooler,5.0
6965,23.8,23.3,0.13,35.1,1.1,0.7,-0.44,9.1,-0.37,7.8,1,no change,4.0
6966,24.1,23.3,0.07,37.6,1.3,0.9,0.23,6.1,0.24,6.2,1,no change,5.0
6968,23.7,23.1,0.1,35.0,1.1,0.6,-0.63,13.2,-0.63,13.2,1,no change,6.0
6969,23.9,23.3,0.1,37.900000000000006,1.6,0.5,-0.17,5.6,-0.3,6.9,1,no change,6.0
6973,23.1,22.5,0.0899999999999999,38.900000000000006,1.5,0.5,-0.48,9.7,-0.51,10.5,1,no change,5.0
6974,22.9,22.2,0.21,39.6,1.2,1.1,0.08,5.1,0.0,5.0,1,no change,6.0
6975,24.2,23.9,0.1,36.6,1.2,0.5,-0.47,9.6,-0.39,8.1,1,cooler,4.0
6976,22.6,23.3,0.14,38.6,1.2,1.1,0.19,5.8,0.17,5.6,1,warmer,5.0
6978,22.9,22.5,0.08,43.80000000000001,1.3,0.5,-0.72,15.8,-0.63,13.2,1,no change,6.0
6981,23.5,22.7,0.0899999999999999,41.6,1.3,0.4,-0.87,20.9,-0.78,17.7,1,no change,6.0
6982,22.9,22.8,0.12,43.6,1.2,0.6,-0.6,12.6,-0.53,11.0,1,no change,6.0
6983,23.1,22.5,0.0899999999999999,43.0,1.2,0.5,-0.78,17.9,-0.66,14.2,1,warmer,5.0
6984,23.5,23.0,0.0899999999999999,42.1,1.1,0.5,-0.84,19.9,-0.84,19.9,1,warmer,5.0
6985,24.3,23.9,0.07,40.1,1.2,0.3000000000000001,-0.83,19.7,-0.83,19.7,1,cooler,5.0
6986,23.5,22.9,0.11,41.6,1.2,0.5,-0.72,16.0,-0.63,13.3,1,no change,4.0
6987,22.2,21.2,0.07,44.0,1.1,0.8,-0.54,11.1,-0.54,11.1,1,warmer,5.0
6990,23.6,23.0,0.06,40.5,1.2,0.6,-0.33,7.3,-0.33,7.3,1,no change,5.0
6991,21.9,21.2,0.08,44.0,1.5,0.9,-0.04,5.0,-0.1,5.2,1,warmer,5.0
6993,21.6,20.9,0.13,44.7,1.2,0.8,-0.6,12.7,-0.55,11.4,1,warmer,4.0
6995,24.8,24.1,0.11,42.400000000000006,1.6,0.4,-0.11,5.3,-0.28,6.6,1,cooler,5.0
6996,24.7,24.0,0.0899999999999999,42.2,1.0,0.4,-0.93,23.3,-0.93,23.3,1,cooler,3.0
6997,25.4,24.8,0.08,41.1,1.0,0.5,-0.38,8.0,-0.38,8.0,1,cooler,4.0
6998,25.2,24.7,0.06,42.0,1.0,0.5,-0.43,8.9,-0.43,8.9,1,cooler,4.0
6999,25.0,24.4,0.1,42.7,1.2,0.4,-0.44,9.1,-0.35,7.6,1,cooler,5.0
7000,25.5,24.7,0.12,41.7,1.2,0.5,-0.14,5.4,-0.12,5.3,1,cooler,4.0
7001,24.9,24.2,0.08,43.400000000000006,1.0,0.8,0.06,5.1,0.06,5.1,1,cooler,3.0
7002,25.8,25.2,0.0899999999999999,41.400000000000006,1.5,0.5,0.28,6.7,0.14,5.4,1,cooler,5.0
7003,25.5,24.9,0.06,41.900000000000006,1.1,0.5,-0.09,5.2,-0.09,5.2,0,cooler,2.0
7004,25.8,25.1,0.08,41.1,1.0,0.4,-0.49,10.0,-0.49,10.0,0,cooler,1.0
7005,23.5,23.2,0.14,45.1,1.3,0.5,-0.66,14.1,-0.63,13.4,1,no change,5.0
7006,26.1,25.7,0.08,40.6,1.0,0.4,-0.31,7.0,-0.31,7.0,0,cooler,2.0
7007,25.7,24.7,0.07,41.7,1.3999999999999997,0.5,0.15,5.5,0.11,5.2,1,cooler,4.0
7008,26.1,25.6,0.08,40.900000000000006,1.3,0.4,0.03,5.0,0.06,5.1,0,cooler,1.0
7009,24.4,23.7,0.08,42.6,1.6,0.5,0.01,5.0,-0.12,5.3,1,no change,5.0
7010,24.1,23.6,0.1,43.400000000000006,1.0,0.5,-0.87,21.0,-0.87,21.0,1,no change,5.0
7012,24.3,23.8,0.12,43.30000000000001,1.0,0.5,-0.89,21.6,-0.89,21.6,0,no change,5.0
7013,24.8,24.0,0.08,42.0,1.6,0.3000000000000001,-0.29,6.8,-0.41,8.4,1,no change,5.0
7014,24.4,24.0,0.0899999999999999,42.900000000000006,1.6,0.4,-0.16,5.5,-0.3,6.8,1,cooler,2.0
7015,24.6,23.8,0.08,42.7,1.3,0.6,-0.08,5.1,-0.05,5.1,1,no change,5.0
7016,24.6,24.3,0.0899999999999999,35.1,1.2,0.9,0.35,7.5,0.38,8.0,1,cooler,4.0
7017,26.3,25.5,0.07,32.6,1.0,0.8,0.38,8.0,0.38,8.0,0,cooler,4.0
7018,24.8,24.2,0.1,34.1,1.3999999999999997,0.3000000000000001,-0.6,12.6,-0.6,12.4,1,no change,5.0
7019,26.2,25.4,0.06,32.30000000000001,1.0,0.4,-0.42,8.7,-0.42,8.7,1,cooler,4.0
7020,25.8,25.0,0.05,33.6,1.1,0.6,0.12,5.3,0.12,5.3,0,cooler,3.0
7021,26.1,26.2,0.07,33.400000000000006,1.1,0.5,0.11,5.3,0.11,5.3,1,cooler,3.0
7022,26.4,25.2,0.05,35.1,1.1,0.4,-0.12,5.3,-0.12,5.3,0,cooler,1.0
7023,26.8,25.5,0.05,34.30000000000001,1.5,0.5,0.49,9.9,0.37,7.9,0,cooler,3.0
7024,26.9,25.6,0.06,33.5,1.2,0.5,0.29,6.8,0.29,6.8,1,cooler,5.0
7025,26.9,26.0,0.05,33.80000000000001,1.5,0.5,0.55,11.4,0.43,8.9,1,no change,5.0
7026,26.2,24.9,0.06,37.0,1.0,0.5,-0.24,6.2,-0.24,6.2,1,cooler,4.0
7027,25.5,25.3,0.1,34.900000000000006,1.0,0.5,-0.38,8.0,-0.38,8.0,0,cooler,1.0
7028,25.4,25.1,0.1,32.6,1.3,0.4,-0.27,6.5,-0.25,6.3,0,cooler,3.0
7029,26.9,26.2,0.07,34.1,1.0,0.5,0.1,5.2,0.1,5.2,1,cooler,3.0
7030,27.4,26.5,0.06,33.2,1.1,0.5,0.4,8.4,0.4,8.4,0,cooler,2.0
7031,26.2,26.5,0.1,34.5,1.2,0.9,0.77,17.6,0.77,17.4,0,cooler,1.0
7032,25.9,25.6,0.1,33.400000000000006,1.1,0.6,0.09,5.2,0.09,5.2,1,cooler,5.0
7033,25.8,25.7,0.0899999999999999,33.1,1.2,0.5,0.05,5.1,0.12,5.3,1,cooler,1.0
7034,24.1,23.2,0.08,39.900000000000006,1.0,0.6,-0.67,14.4,-0.67,14.4,1,no change,6.0
7035,23.8,23.2,0.0899999999999999,40.5,1.3999999999999997,0.7,-0.03,5.0,-0.07,5.1,1,no change,6.0
7036,23.3,22.8,0.0899999999999999,41.1,1.3,0.9,0.07,5.1,0.06,5.1,1,cooler,2.0
7037,22.5,22.2,0.0899999999999999,42.400000000000006,1.0,1.2,0.01,5.0,0.01,5.0,1,cooler,5.0
7038,23.0,22.7,0.0899999999999999,42.900000000000006,1.0,0.7,-0.69,15.0,-0.69,15.0,1,no change,5.0
7039,22.6,22.1,0.12,42.5,1.0,0.8,-0.73,16.2,-0.73,16.2,1,cooler,5.0
7040,24.1,23.2,0.06,40.5,1.2,0.5,-0.44,9.1,-0.44,9.1,1,cooler,4.0
7041,23.9,22.9,0.07,41.6,1.6,0.7,0.18,5.7,0.05,5.1,1,no change,5.0
7042,22.7,22.4,0.1,41.900000000000006,1.3,0.9,-0.07,5.1,-0.07,5.1,1,no change,6.0
7045,24.9,24.7,0.08,37.7,1.2,0.5,-0.18,5.7,-0.07,5.1,1,cooler,3.0
7046,23.1,22.6,0.08,42.30000000000001,1.3,0.8,-0.11,5.2,-0.08,5.1,1,warmer,3.0
7047,25.1,24.9,0.06,38.1,1.0,0.5,-0.45,9.3,-0.45,9.3,1,no change,6.0
7048,23.8,23.0,0.0899999999999999,40.900000000000006,1.1,0.7,-0.34,7.4,-0.34,7.4,0,warmer,2.0
7049,25.0,24.7,0.07,38.400000000000006,1.0,0.4,-0.76,17.3,-0.76,17.3,0,cooler,5.0
7050,24.7,24.7,0.08,39.900000000000006,1.0,0.5,-0.56,11.5,-0.56,11.5,1,cooler,4.0
7051,22.9,22.3,0.08,42.400000000000006,1.2,0.7,-0.36,7.8,-0.27,6.5,1,no change,6.0
7052,24.4,24.3,0.0899999999999999,39.1,1.6,0.5,0.03,5.0,-0.12,5.3,1,cooler,6.0
7053,23.9,23.3,0.11,40.6,1.3,0.5,-0.53,11.0,-0.5,10.2,1,cooler,5.0
7054,23.6,22.6,0.1,40.5,1.2,0.5,-0.72,16.0,-0.62,13.1,1,no change,5.0
7055,24.0,23.2,0.08,39.1,1.1,0.6,-0.47,9.6,-0.47,9.6,1,no change,5.0
7056,23.0,22.8,0.07,41.5,1.5,0.5,-0.41,8.5,-0.43,8.9,1,no change,5.0
7058,23.1,22.7,0.08,41.6,1.2,0.5,-0.73,16.3,-0.6,12.5,1,no change,4.0
7060,23.5,22.6,0.07,41.0,1.6,0.4,-0.45,9.2,-0.52,10.6,0,cooler,3.0
7061,22.9,21.9,0.08,42.2,1.2,0.7,-0.41,8.5,-0.32,7.1,1,no change,5.0
7062,24.3,23.9,0.08,39.400000000000006,1.2,0.4,-0.61,12.8,-0.47,9.7,1,cooler,3.0
7063,23.7,23.5,0.1,40.1,1.2,0.9,0.16,5.5,0.19,5.7,1,no change,3.0
7064,23.3,22.8,0.08,41.5,1.2,0.8,-0.08,5.1,-0.0,5.0,0,warmer,4.0
7065,23.1,22.8,0.1,41.30000000000001,1.2,0.6,-0.54,11.0,-0.45,9.3,1,no change,5.0
7066,24.7,23.8,0.06,37.80000000000001,1.2,0.9,0.37,7.8,0.37,7.8,1,cooler,5.0
7067,23.6,23.3,0.1,40.7,1.6,0.5,-0.2,5.9,-0.33,7.3,1,no change,6.0
7068,22.8,22.1,0.1,46.7,1.2,0.8,-0.23,6.1,-0.18,5.7,1,no change,6.0
7070,23.7,22.8,0.07,44.2,1.3999999999999997,0.5,-0.39,8.2,-0.36,7.8,1,cooler,5.0
7072,22.7,22.5,0.14,47.7,1.1,0.7,-0.67,14.4,-0.58,12.1,1,warmer,5.0
7075,22.8,22.1,0.1,47.0,1.2,0.7,-0.42,8.7,-0.35,7.5,1,no change,5.0
7076,23.7,22.9,0.11,41.5,1.2,1.1,0.35,7.6,0.35,7.5,1,warmer,4.0
7077,23.2,22.0,0.08,42.80000000000001,1.2,0.5,-0.8,18.5,-0.67,14.5,1,no change,6.0
7078,24.3,23.4,0.06,40.30000000000001,1.2,0.6,-0.18,5.6,-0.18,5.6,1,cooler,3.0
7079,23.7,23.6,0.1,42.80000000000001,1.2,0.7,-0.13,5.4,-0.08,5.1,1,cooler,5.0
7080,23.5,22.1,0.07,42.7,1.2,0.5,-0.71,15.5,-0.71,15.5,1,warmer,4.0
7081,22.6,22.0,0.13,44.80000000000001,1.1,0.9,-0.34,7.4,-0.28,6.6,1,warmer,3.0
7082,23.4,22.5,0.11,46.400000000000006,1.5,0.7,-0.04,5.0,-0.14,5.4,1,no change,5.0
7083,24.5,24.4,0.1,45.30000000000001,1.1,1.1,0.53,10.8,0.53,10.8,1,no change,6.0
7085,25.3,23.8,0.14,44.30000000000001,1.5,0.5,0.0,5.0,-0.16,5.5,1,cooler,3.0
7086,23.6,22.8,0.08,46.900000000000006,1.2,0.6,-0.37,7.8,-0.27,6.5,1,cooler,5.0
7087,23.0,22.4,0.08,47.2,1.1,0.7,-0.47,9.7,-0.47,9.7,1,warmer,4.0
7089,23.5,22.8,0.1,47.7,1.3,0.4,-0.85,20.2,-0.76,17.3,1,no change,5.0
7091,24.0,22.9,0.1,41.1,1.2,1.3999999999999997,0.69,15.0,0.68,14.8,1,no change,6.0
7093,21.9,21.0,0.15,36.0,1.5,0.6,-0.72,16.0,-0.77,17.4,1,no change,6.0
7095,21.8,21.3,0.18,34.0,1.5,0.7,-0.54,11.2,-0.63,13.3,1,no change,6.0
7096,23.5,23.0,0.07,30.8,1.6,0.4,-0.46,9.4,-0.53,11.0,1,no change,5.0
7097,23.2,22.6,0.0899999999999999,36.80000000000001,1.3999999999999997,0.8,-0.04,5.0,-0.08,5.1,1,no change,6.0
7099,23.5,22.9,0.16,36.30000000000001,1.5,0.5,-0.49,10.0,-0.59,12.3,1,no change,6.0
7100,23.9,23.1,0.0899999999999999,36.0,1.6,0.7,0.15,5.4,-0.01,5.0,0,cooler,3.0
7102,24.4,23.4,0.06,35.30000000000001,1.1,0.4,-0.81,18.8,-0.81,18.8,1,no change,4.0
7103,23.9,23.0,0.07,36.30000000000001,1.2,0.4,-0.8,18.5,-0.8,18.5,0,warmer,3.0
7104,24.0,23.5,0.0899999999999999,36.80000000000001,1.2,0.6,-0.31,7.0,-0.23,6.1,1,warmer,3.0
7106,22.6,22.3,0.12,47.80000000000001,1.1,0.8,-0.45,9.2,-0.37,7.8,1,no change,6.0
7107,24.0,22.9,0.0899999999999999,43.1,1.5,0.4,-0.47,9.6,-0.51,10.4,1,no change,2.0
